Area,Month,Temperature
Chamba,01/01/01,7.009
Chamba,02/01/01,8.67
Chamba,03/01/01,15.879
Chamba,04/01/01,20.258
Chamba,05/01/01,24.79
Chamba,06/01/01,28.65
Chamba,07/01/01,27.678
Chamba,08/01/01,26.998
Chamba,09/01/01,23.993
Chamba,10/01/01,21.807
Chamba,11/01/01,15.355
Chamba,12/01/01,10.228
Chamba,01/01/02,10.246
Chamba,02/01/02,12.374
Chamba,03/01/02,16.336
Chamba,04/01/02,20.868
Chamba,05/01/02,25.724
Chamba,06/01/02,27.848
Chamba,07/01/02,26.688
Chamba,08/01/02,26.122
Chamba,09/01/02,24.431
Chamba,10/01/02,19.962
Chamba,11/01/02,14.446
Chamba,12/01/02,10.039
Chamba,01/01/03,8.161
Chamba,02/01/03,10.066
Chamba,03/01/03,13.149
Chamba,04/01/03,19.67
Chamba,05/01/03,24.272
Chamba,06/01/03,28.97
Chamba,07/01/03,27.946
Chamba,08/01/03,26.281
Chamba,09/01/03,25.221
Chamba,10/01/03,21.123
Chamba,11/01/03,14.509
Chamba,12/01/03,10.398
Chamba,01/01/04,6.914
Chamba,02/01/04,11.314
Chamba,03/01/04,14.919
Chamba,04/01/04,22.057
Chamba,05/01/04,25.025
Chamba,06/01/04,28.511
Chamba,07/01/04,26.792
Chamba,08/01/04,26.099
Chamba,09/01/04,23.948
Chamba,10/01/04,20.186
Chamba,11/01/04,13.922
Chamba,12/01/04,10.029
Chamba,01/01/05,6.476
Chamba,02/01/05,6.019
Chamba,03/01/05,11.392
Chamba,04/01/05,18.867
Chamba,05/01/05,25.971
Chamba,06/01/05,28.799
Chamba,07/01/05,27.182
Chamba,08/01/05,26.937
Chamba,09/01/05,24.704
Chamba,10/01/05,21.041
Chamba,11/01/05,15.049
Chamba,12/01/05,9.38
Chamba,01/01/06,6.403
Chamba,02/01/06,7.856
Chamba,03/01/06,13.254
Chamba,04/01/06,20.789
Chamba,05/01/06,26.53
Chamba,06/01/06,28.106
Chamba,07/01/06,27.577
Chamba,08/01/06,26.44
Chamba,09/01/06,24.649
Chamba,10/01/06,21.071
Chamba,11/01/06,15.922
Chamba,12/01/06,11.49
Chamba,01/01/07,10.731
Chamba,02/01/07,8.428
Chamba,03/01/07,11.829
Chamba,04/01/07,19.67
Chamba,05/01/07,23.972
Chamba,06/01/07,27.734
Chamba,07/01/07,27.203
Chamba,08/01/07,26.344
Chamba,09/01/07,24.937
Chamba,10/01/07,21.34
Chamba,11/01/07,15.772
Chamba,12/01/07,10.027
Chamba,01/01/08,9.709
Chamba,02/01/08,10.549
Chamba,03/01/08,15.222
Chamba,04/01/08,21.5
Chamba,05/01/08,25.145
Chamba,06/01/08,29.259
Chamba,07/01/08,27.734
Chamba,08/01/08,26.107
Chamba,09/01/08,24.458
Chamba,10/01/08,20.353
Chamba,11/01/08,14.004
Chamba,12/01/08,9.073
Chamba,01/01/09,6.151
Chamba,02/01/09,8.294
Chamba,03/01/09,15.784
Chamba,04/01/09,20.436
Chamba,05/01/09,25.369
Chamba,06/01/09,27.048
Chamba,07/01/09,26.535
Chamba,08/01/09,26.253
Chamba,09/01/09,24.229
Chamba,10/01/09,20.612
Chamba,11/01/09,15.53
Chamba,12/01/09,9.197
Chamba,01/01/10,8.434
Chamba,02/01/10,9.918
Chamba,03/01/10,14.798
Chamba,04/01/10,20.137
Chamba,05/01/10,25.739
Chamba,06/01/10,28.058
Chamba,07/01/10,26.57
Chamba,08/01/10,26.566
Chamba,09/01/10,25.165
Chamba,10/01/10,20.428
Chamba,11/01/10,13.566
Chamba,12/01/10,8.852
Chamba,01/01/11,7.925
Chamba,02/01/11,10.246
Chamba,03/01/11,12.42
Chamba,04/01/11,20.885
Chamba,05/01/11,26.626
Chamba,06/01/11,28.497
Chamba,07/01/11,28
Chamba,08/01/11,27.286
Chamba,09/01/11,24.817
Chamba,10/01/11,20.749
Chamba,11/01/11,12.96
Chamba,12/01/11,9.53
Chamba,01/01/12,8.889
Chamba,02/01/12,12.067
Chamba,03/01/12,14.488
Chamba,04/01/12,20.349
Chamba,05/01/12,24.87
Chamba,06/01/12,28.937
Chamba,07/01/12,27.861
Chamba,08/01/12,26.375
Chamba,09/01/12,23.906
Chamba,10/01/12,20.873
Chamba,11/01/12,13.406
Chamba,12/01/12,9.671
Chamba,01/01/13,9.233
Chamba,02/01/13,9.682
Chamba,03/01/13,12.672
Chamba,04/01/13,21.142
Chamba,05/01/13,24.263
Chamba,06/01/13,26.546
Chamba,07/01/13,26.58
Chamba,08/01/13,26.379
Chamba,09/01/13,24.365
Chamba,10/01/13,20.427
Chamba,11/01/13,13.25
Chamba,12/01/13,8.537
Chamba,01/01/14,10.319
Chamba,02/01/14,9.429
Chamba,03/01/14,13.905
Chamba,04/01/14,20.002
Chamba,05/01/14,24.947
Chamba,06/01/14,28.488
Chamba,07/01/14,27.441
Chamba,08/01/14,26.123
Chamba,09/01/14,25.063
Chamba,10/01/14,18.565
Chamba,11/01/14,14.148
Chamba,12/01/14,8.94
Chamba,01/01/15,7.379
Chamba,02/01/15,8.383
Chamba,03/01/15,15.678
Chamba,04/01/15,20.761
Chamba,05/01/15,27.642
Chamba,06/01/15,28.564
Chamba,07/01/15,27.936
Chamba,08/01/15,26.869
Chamba,09/01/15,25.898
Chamba,10/01/15,22.505
Chamba,11/01/15,15.102
Chamba,12/01/15,10.145
Chamba,01/01/16,9.011
Chamba,02/01/16,9.702
Chamba,03/01/16,17.474
Chamba,04/01/16,21.674
Chamba,05/01/16,24.806
Chamba,06/01/16,27.091
Chamba,07/01/16,26.741
Chamba,08/01/16,26.598
Chamba,09/01/16,24.902
Chamba,10/01/16,21.018
Chamba,11/01/16,13.831
Chamba,12/01/16,9.169
Chamba,01/01/17,8.37
Chamba,02/01/17,11.019
Chamba,03/01/17,13.97
Chamba,04/01/17,17.678
Chamba,05/01/17,22.422
Chamba,06/01/17,27.005
Chamba,07/01/17,26.919
Chamba,08/01/17,26.423
Chamba,09/01/17,24.697
Chamba,10/01/17,19.908
Chamba,11/01/17,14.221
Chamba,12/01/17,9.064
Chamba,01/01/18,6.883
Chamba,02/01/18,10.728
Chamba,03/01/18,14.291
Chamba,04/01/18,18.708
Chamba,05/01/18,27.478
Chamba,06/01/18,27.736
Chamba,07/01/18,27.151
Chamba,08/01/18,26.806
Chamba,09/01/18,24.171
Chamba,10/01/18,20.229
Chamba,11/01/18,13.709
Chamba,12/01/18,7.892
Chamba,01/01/19,7.372
Chamba,02/01/19,9.43
Chamba,03/01/19,14.341
Chamba,04/01/19,19.673
Chamba,05/01/19,24.21
Chamba,06/01/19,29.447
Chamba,07/01/19,27.37
Chamba,08/01/19,26.549
Chamba,09/01/19,24.048
Chamba,10/01/19,20.432
Chamba,11/01/19,13.977
Chamba,12/01/19,8.672
Chamba,01/01/20,9.133
Chamba,02/01/20,7.997
Chamba,03/01/20,13.484
Chamba,04/01/20,19.685
Chamba,05/01/20,21.846
Chamba,06/01/20,27.098
Chamba,07/01/20,27.591
Chamba,08/01/20,25.945
Chamba,09/01/20,24.445
Chamba,10/01/20,21.041
Chamba,11/01/20,14.912
Chamba,12/01/20,10.861
Chamba,01/01/21,7.866
Chamba,02/01/21,11.405
Chamba,03/01/21,17.461
Chamba,04/01/21,23.325
Chamba,05/01/21,27.627
Chamba,06/01/21,28.634
Chamba,07/01/21,27.758
Chamba,08/01/21,26.021
Chamba,09/01/21,24.402
Chamba,10/01/21,19.049
Chamba,11/01/21,13.992
Chamba,12/01/21,10.071
Chamba,01/01/22,7.565
Chamba,02/01/22,11.989
Chamba,03/01/22,16.222
Chamba,04/01/22,20.434
Chamba,05/01/22,25.502
Chamba,06/01/22,27.214
Chamba,07/01/22,27.441
Chamba,08/01/22,26.578
Chamba,09/01/22,24.839
Chamba,10/01/22,19.603
Chamba,11/01/22,14.073
Chamba,12/01/22,8.775
Chamba,01/01/23,8.363
Chamba,02/01/23,9.593
Chamba,03/01/23,16.088
Chamba,04/01/23,22.421
Chamba,05/01/23,24.797
Chamba,06/01/23,29.032
Chamba,07/01/23,26.674
Chamba,08/01/23,26.448
Chamba,09/01/23,24.127
Chamba,10/01/23,19.03
Chamba,11/01/23,13.699
Chamba,12/01/23,9.359
Chamba,01/01/24,7.123
Chamba,02/01/24,10.109
Chamba,03/01/24,16.382
Chamba,04/01/24,21.427
Chamba,05/01/24,21.692
Chamba,06/01/24,29.93
Chamba,07/01/24,27.917
Chamba,08/01/24,26.402
Chamba,09/01/24,23.793
Chamba,10/01/24,21.208
Chamba,11/01/24,14.094
Chamba,12/01/24,10.59
Chamba,01/01/25,7.155
Chamba,02/01/25,9.544
Chamba,03/01/25,16.034
Chamba,04/01/25,23.161
Chamba,05/01/25,24.498
Chamba,06/01/25,26.86
Chamba,07/01/25,27.01
Chamba,08/01/25,26.143
Chamba,09/01/25,24.573
Chamba,10/01/25,20.485
Chamba,11/01/25,13.177
Chamba,12/01/25,10.097
Chamba,01/01/26,8.642
Chamba,02/01/26,11.538
Chamba,03/01/26,13.321
Chamba,04/01/26,18.113
Chamba,05/01/26,23.252
Chamba,06/01/26,29.215
Chamba,07/01/26,27.908
Chamba,08/01/26,27.065
Chamba,09/01/26,24.785
Chamba,10/01/26,20.668
Chamba,11/01/26,12.266
Chamba,12/01/26,9.639
Chamba,01/01/27,7.5
Chamba,02/01/27,8.233
Chamba,03/01/27,14.006
Chamba,04/01/27,20.253
Chamba,05/01/27,24.131
Chamba,06/01/27,28.144
Chamba,07/01/27,27.632
Chamba,08/01/27,26.295
Chamba,09/01/27,24.66
Chamba,10/01/27,20.916
Chamba,11/01/27,14.373
Chamba,12/01/27,10.904
Chamba,01/01/28,8.135
Chamba,02/01/28,10.814
Chamba,03/01/28,15.191
Chamba,04/01/28,20.841
Chamba,05/01/28,27.746
Chamba,06/01/28,28.2
Chamba,07/01/28,27.689
Chamba,08/01/28,26.818
Chamba,09/01/28,24.996
Chamba,10/01/28,21.744
Chamba,11/01/28,14.204
Chamba,12/01/28,9.201
Chamba,01/01/29,7.469
Chamba,02/01/29,8.507
Chamba,03/01/29,17.159
Chamba,04/01/29,21.711
Chamba,05/01/29,25.967
Chamba,06/01/29,28.339
Chamba,07/01/29,27.149
Chamba,08/01/29,25.962
Chamba,09/01/29,25.051
Chamba,10/01/29,19.939
Chamba,11/01/29,14.666
Chamba,12/01/29,6.973
Chamba,01/01/30,6.619
Chamba,02/01/30,10.094
Chamba,03/01/30,15.831
Chamba,04/01/30,20.024
Chamba,05/01/30,24.997
Chamba,06/01/30,27.008
Chamba,07/01/30,26.963
Chamba,08/01/30,26.394
Chamba,09/01/30,24.768
Chamba,10/01/30,19.998
Chamba,11/01/30,14.035
Chamba,12/01/30,10.332
Chamba,01/01/31,10.292
Chamba,02/01/31,8.13
Chamba,03/01/31,15.218
Chamba,04/01/31,22.564
Chamba,05/01/31,25.084
Chamba,06/01/31,28.715
Chamba,07/01/31,26.537
Chamba,08/01/31,27.6
Chamba,09/01/31,24.845
Chamba,10/01/31,21.344
Chamba,11/01/31,14.705
Chamba,12/01/31,10.5
Chamba,01/01/32,9.881
Chamba,02/01/32,9.723
Chamba,03/01/32,16.048
Chamba,04/01/32,21.905
Chamba,05/01/32,24.096
Chamba,06/01/32,29.492
Chamba,07/01/32,27.907
Chamba,08/01/32,26.204
Chamba,09/01/32,25.165
Chamba,10/01/32,20.813
Chamba,11/01/32,15.188
Chamba,12/01/32,9.477
Chamba,01/01/33,6.899
Chamba,02/01/33,10.736
Chamba,03/01/33,14.983
Chamba,04/01/33,18.604
Chamba,05/01/33,23.871
Chamba,06/01/33,28.166
Chamba,07/01/33,27.55
Chamba,08/01/33,25.746
Chamba,09/01/33,23.725
Chamba,10/01/33,20.369
Chamba,11/01/33,14.505
Chamba,12/01/33,11.16
Chamba,01/01/34,6.372
Chamba,02/01/34,13.427
Chamba,03/01/34,14.898
Chamba,04/01/34,21.559
Chamba,05/01/34,24.134
Chamba,06/01/34,27.884
Chamba,07/01/34,27.798
Chamba,08/01/34,26.228
Chamba,09/01/34,26.039
Chamba,10/01/34,20.86
Chamba,11/01/34,14.497
Chamba,12/01/34,9.55
Chamba,01/01/35,6.097
Chamba,02/01/35,10.404
Chamba,03/01/35,15.523
Chamba,04/01/35,17.662
Chamba,05/01/35,25.85
Chamba,06/01/35,29.007
Chamba,07/01/35,27.47
Chamba,08/01/35,26.104
Chamba,09/01/35,24.651
Chamba,10/01/35,20.419
Chamba,11/01/35,14.374
Chamba,12/01/35,9.115
Chamba,01/01/36,7.315
Chamba,02/01/36,10.283
Chamba,03/01/36,14.449
Chamba,04/01/36,20.477
Chamba,05/01/36,27.573
Chamba,06/01/36,26.787
Chamba,07/01/36,27.141
Chamba,08/01/36,26.589
Chamba,09/01/36,25.115
Chamba,10/01/36,21.052
Chamba,11/01/36,14.436
Chamba,12/01/36,8.643
Chamba,01/01/37,8.24
Chamba,02/01/37,10.278
Chamba,03/01/37,15.597
Chamba,04/01/37,19.952
Chamba,05/01/37,25.505
Chamba,06/01/37,29.019
Chamba,07/01/37,27.01
Chamba,08/01/37,27.073
Chamba,09/01/37,24.777
Chamba,10/01/37,19.703
Chamba,11/01/37,13.119
Chamba,12/01/37,8.675
Chamba,01/01/38,6.84
Chamba,02/01/38,8.844
Chamba,03/01/38,14.693
Chamba,04/01/38,21.997
Chamba,05/01/38,27.722
Chamba,06/01/38,27.289
Chamba,07/01/38,27.822
Chamba,08/01/38,26.606
Chamba,09/01/38,24.148
Chamba,10/01/38,21.091
Chamba,11/01/38,12.811
Chamba,12/01/38,11.08
Chamba,01/01/39,8.696
Chamba,02/01/39,10.047
Chamba,03/01/39,12.696
Chamba,04/01/39,19.355
Chamba,05/01/39,26.613
Chamba,06/01/39,27.182
Chamba,07/01/39,27.511
Chamba,08/01/39,26.73
Chamba,09/01/39,24.963
Chamba,10/01/39,20.99
Chamba,11/01/39,14.875
Chamba,12/01/39,10.88
Chamba,01/01/40,9.029
Chamba,02/01/40,10.274
Chamba,03/01/40,13.402
Chamba,04/01/40,19.704
Chamba,05/01/40,25.861
Chamba,06/01/40,27.905
Chamba,07/01/40,27.787
Chamba,08/01/40,25.874
Chamba,09/01/40,23.989
Chamba,10/01/40,20.953
Chamba,11/01/40,15.102
Chamba,12/01/40,9.125
Chamba,01/01/41,7.579
Chamba,02/01/41,11.189
Chamba,03/01/41,17.271
Chamba,04/01/41,23.415
Chamba,05/01/41,26.721
Chamba,06/01/41,27.795
Chamba,07/01/41,27.387
Chamba,08/01/41,26.997
Chamba,09/01/41,24.678
Chamba,10/01/41,22.316
Chamba,11/01/41,14.622
Chamba,12/01/41,11.575
Chamba,01/01/42,7.463
Chamba,02/01/42,10.353
Chamba,03/01/42,17.324
Chamba,04/01/42,22.19
Chamba,05/01/42,25.372
Chamba,06/01/42,28.897
Chamba,07/01/42,27.17
Chamba,08/01/42,25.943
Chamba,09/01/42,24.579
Chamba,10/01/42,21.044
Chamba,11/01/42,15.598
Chamba,12/01/42,9.583
Chamba,01/01/43,7.152
Chamba,02/01/43,11.037
Chamba,03/01/43,15.691
Chamba,04/01/43,19.947
Chamba,05/01/43,24.453
Chamba,06/01/43,27.6
Chamba,07/01/43,27.33
Chamba,08/01/43,26.204
Chamba,09/01/43,25.683
Chamba,10/01/43,20.939
Chamba,11/01/43,15.609
Chamba,12/01/43,10.78
Chamba,01/01/44,6.916
Chamba,02/01/44,8.211
Chamba,03/01/44,14.485
Chamba,04/01/44,20.684
Chamba,05/01/44,27.02
Chamba,06/01/44,27.411
Chamba,07/01/44,28.231
Chamba,08/01/44,26.744
Chamba,09/01/44,24.263
Chamba,10/01/44,21.023
Chamba,11/01/44,14.565
Chamba,12/01/44,10.583
Chamba,01/01/45,6.371
Chamba,02/01/45,9.422
Chamba,03/01/45,15.432
Chamba,04/01/45,19.32
Chamba,05/01/45,25.296
Chamba,06/01/45,28.779
Chamba,07/01/45,27.604
Chamba,08/01/45,26.685
Chamba,09/01/45,25.373
Chamba,10/01/45,20.42
Chamba,11/01/45,14.761
Chamba,12/01/45,8.966
Chamba,01/01/46,10.35
Chamba,02/01/46,13.062
Chamba,03/01/46,14.712
Chamba,04/01/46,23.455
Chamba,05/01/46,25.969
Chamba,06/01/46,28.099
Chamba,07/01/46,27.982
Chamba,08/01/46,27.519
Chamba,09/01/46,25.552
Chamba,10/01/46,21.269
Chamba,11/01/46,14.314
Chamba,12/01/46,8.313
Chamba,01/01/47,6.265
Chamba,02/01/47,10.17
Chamba,03/01/47,16.077
Chamba,04/01/47,22.748
Chamba,05/01/47,26.603
Chamba,06/01/47,30.327
Chamba,07/01/47,28.064
Chamba,08/01/47,26.549
Chamba,09/01/47,24.646
Chamba,10/01/47,19.568
Chamba,11/01/47,14.997
Chamba,12/01/47,9.799
Chamba,01/01/48,7.729
Chamba,02/01/48,8.131
Chamba,03/01/48,13.563
Chamba,04/01/48,22.84
Chamba,05/01/48,26.836
Chamba,06/01/48,28.552
Chamba,07/01/48,26.895
Chamba,08/01/48,25.928
Chamba,09/01/48,24.722
Chamba,10/01/48,20.856
Chamba,11/01/48,13.384
Chamba,12/01/48,8.934
Chamba,01/01/49,10.147
Chamba,02/01/49,8.67
Chamba,03/01/49,15.498
Chamba,04/01/49,22.485
Chamba,05/01/49,26.785
Chamba,06/01/49,27.882
Chamba,07/01/49,27.193
Chamba,08/01/49,26.245
Chamba,09/01/49,25.556
Chamba,10/01/49,20.894
Chamba,11/01/49,13.355
Chamba,12/01/49,8.656
Chamba,01/01/50,8.466
Chamba,02/01/50,9.191
Chamba,03/01/50,13.832
Chamba,04/01/50,19.559
Chamba,05/01/50,25.12
Chamba,06/01/50,28.82
Chamba,07/01/50,27.657
Chamba,08/01/50,26.278
Chamba,09/01/50,22.987
Chamba,10/01/50,19.587
Chamba,11/01/50,14.246
Chamba,12/01/50,8.999
Chamba,01/01/51,7.436
Chamba,02/01/51,10.316
Chamba,03/01/51,15.443
Chamba,04/01/51,18.542
Chamba,05/01/51,24.978
Chamba,06/01/51,28.613
Chamba,07/01/51,27.494
Chamba,08/01/51,26.998
Chamba,09/01/51,25.478
Chamba,10/01/51,22.279
Chamba,11/01/51,15.61
Chamba,12/01/51,11.314
Chamba,01/01/52,8.617
Chamba,02/01/52,12.571
Chamba,03/01/52,14.095
Chamba,04/01/52,22.862
Chamba,05/01/52,25.873
Chamba,06/01/52,28.223
Chamba,07/01/52,27.275
Chamba,08/01/52,26.563
Chamba,09/01/52,25.238
Chamba,10/01/52,20.373
Chamba,11/01/52,15.014
Chamba,12/01/52,10.186
Chamba,01/01/53,6.867
Chamba,02/01/53,13.03
Chamba,03/01/53,18.424
Chamba,04/01/53,21.838
Chamba,05/01/53,26.364
Chamba,06/01/53,28.955
Chamba,07/01/53,27.914
Chamba,08/01/53,26.286
Chamba,09/01/53,24.843
Chamba,10/01/53,21.023
Chamba,11/01/53,14.731
Chamba,12/01/53,11.897
Chamba,01/01/54,6.726
Chamba,02/01/54,10.301
Chamba,03/01/54,16.339
Chamba,04/01/54,22.241
Chamba,05/01/54,25.801
Chamba,06/01/54,28.123
Chamba,07/01/54,27.163
Chamba,08/01/54,26.71
Chamba,09/01/54,25.312
Chamba,10/01/54,18.944
Chamba,11/01/54,13.887
Chamba,12/01/54,8.96
Chamba,01/01/55,8.108
Chamba,02/01/55,11.758
Chamba,03/01/55,17.185
Chamba,04/01/55,19.062
Chamba,05/01/55,23.104
Chamba,06/01/55,29.086
Chamba,07/01/55,27.138
Chamba,08/01/55,26.473
Chamba,09/01/55,24.77
Chamba,10/01/55,19.883
Chamba,11/01/55,14.926
Chamba,12/01/55,9.768
Chamba,01/01/56,7.708
Chamba,02/01/56,11.889
Chamba,03/01/56,15.172
Chamba,04/01/56,22.153
Chamba,05/01/56,28.262
Chamba,06/01/56,28.309
Chamba,07/01/56,26.837
Chamba,08/01/56,25.637
Chamba,09/01/56,25.456
Chamba,10/01/56,19.999
Chamba,11/01/56,14.084
Chamba,12/01/56,9.126
Chamba,01/01/57,7.284
Chamba,02/01/57,9.672
Chamba,03/01/57,14.303
Chamba,04/01/57,19.071
Chamba,05/01/57,23.387
Chamba,06/01/57,27.319
Chamba,07/01/57,27.832
Chamba,08/01/57,26.019
Chamba,09/01/57,24.163
Chamba,10/01/57,20.066
Chamba,11/01/57,14.521
Chamba,12/01/57,10.149
Chamba,01/01/58,10.157
Chamba,02/01/58,11.626
Chamba,03/01/58,15.998
Chamba,04/01/58,23.148
Chamba,05/01/58,24.734
Chamba,06/01/58,28.676
Chamba,07/01/58,27.702
Chamba,08/01/58,26.307
Chamba,09/01/58,24.99
Chamba,10/01/58,21.002
Chamba,11/01/58,15.339
Chamba,12/01/58,11.179
Chamba,01/01/59,8
Chamba,02/01/59,8.924
Chamba,03/01/59,16.614
Chamba,04/01/59,21.896
Chamba,05/01/59,24.696
Chamba,06/01/59,29.369
Chamba,07/01/59,26.694
Chamba,08/01/59,27.151
Chamba,09/01/59,25.149
Chamba,10/01/59,21.934
Chamba,11/01/59,14.181
Chamba,12/01/59,10.977
Chamba,01/01/60,7.776
Chamba,02/01/60,14.244
Chamba,03/01/60,14.21
Chamba,04/01/60,19.858
Chamba,05/01/60,25.962
Chamba,06/01/60,28.94
Chamba,07/01/60,27.655
Chamba,08/01/60,27.018
Chamba,09/01/60,25.221
Chamba,10/01/60,20.848
Chamba,11/01/60,14.029
Chamba,12/01/60,11.57
Chamba,01/01/61,8.844
Chamba,02/01/61,9.21
Chamba,03/01/61,16.323
Chamba,04/01/61,20.997
Chamba,05/01/61,25.695
Chamba,06/01/61,29.212
Chamba,07/01/61,27.618
Chamba,08/01/61,26.964
Chamba,09/01/61,26.635
Chamba,10/01/61,21.7
Chamba,11/01/61,14.044
Chamba,12/01/61,8.28
Chamba,01/01/62,8.423
Chamba,02/01/62,11.81
Chamba,03/01/62,15.636
Chamba,04/01/62,22.183
Chamba,05/01/62,24.977
Chamba,06/01/62,28.586
Chamba,07/01/62,27.916
Chamba,08/01/62,26.782
Chamba,09/01/62,24.601
Chamba,10/01/62,20.417
Chamba,11/01/62,14.935
Chamba,12/01/62,8.883
Chamba,01/01/63,8.458
Chamba,02/01/63,11.424
Chamba,03/01/63,14.76
Chamba,04/01/63,20.7
Chamba,05/01/63,24.689
Chamba,06/01/63,29.042
Chamba,07/01/63,27.597
Chamba,08/01/63,26.311
Chamba,09/01/63,24.455
Chamba,10/01/63,21.632
Chamba,11/01/63,15.524
Chamba,12/01/63,9.727
Chamba,01/01/64,7.372
Chamba,02/01/64,9.691
Chamba,03/01/64,16.041
Chamba,04/01/64,21.55
Chamba,05/01/64,24.051
Chamba,06/01/64,27.455
Chamba,07/01/64,26.185
Chamba,08/01/64,26.942
Chamba,09/01/64,25.281
Chamba,10/01/64,21.402
Chamba,11/01/64,14.374
Chamba,12/01/64,10.502
Chamba,01/01/65,8.869
Chamba,02/01/65,10.516
Chamba,03/01/65,14.992
Chamba,04/01/65,19.605
Chamba,05/01/65,24.228
Chamba,06/01/65,27.947
Chamba,07/01/65,26.829
Chamba,08/01/65,25.18
Chamba,09/01/65,24.597
Chamba,10/01/65,21.317
Chamba,11/01/65,15.914
Chamba,12/01/65,9.591
Chamba,01/01/66,7.67
Chamba,02/01/66,11.628
Chamba,03/01/66,15.196
Chamba,04/01/66,20.673
Chamba,05/01/66,25.019
Chamba,06/01/66,28.27
Chamba,07/01/66,27.051
Chamba,08/01/66,26.458
Chamba,09/01/66,23.974
Chamba,10/01/66,19.572
Chamba,11/01/66,13.63
Chamba,12/01/66,9.424
Chamba,01/01/67,7.638
Chamba,02/01/67,12.014
Chamba,03/01/67,14.76
Chamba,04/01/67,20.682
Chamba,05/01/67,24.083
Chamba,06/01/67,28.419
Chamba,07/01/67,28.032
Chamba,08/01/67,26.325
Chamba,09/01/67,25.202
Chamba,10/01/67,19.239
Chamba,11/01/67,14.03
Chamba,12/01/67,9.71
Chamba,01/01/68,6.17
Chamba,02/01/68,7.844
Chamba,03/01/68,15.568
Chamba,04/01/68,21.244
Chamba,05/01/68,24.39
Chamba,06/01/68,28.993
Chamba,07/01/68,27.179
Chamba,08/01/68,26.069
Chamba,09/01/68,25.667
Chamba,10/01/68,19.245
Chamba,11/01/68,13.99
Chamba,12/01/68,9.951
Chamba,01/01/69,8.086
Chamba,02/01/69,11.034
Chamba,03/01/69,17.771
Chamba,04/01/69,20.884
Chamba,05/01/69,24.733
Chamba,06/01/69,28.312
Chamba,07/01/69,27.302
Chamba,08/01/69,27.307
Chamba,09/01/69,24.865
Chamba,10/01/69,21.47
Chamba,11/01/69,16.153
Chamba,12/01/69,10.369
Chamba,01/01/70,9.269
Chamba,02/01/70,10.919
Chamba,03/01/70,15.709
Chamba,04/01/70,22.634
Chamba,05/01/70,27.106
Chamba,06/01/70,28.206
Chamba,07/01/70,27.85
Chamba,08/01/70,26.819
Chamba,09/01/70,26.006
Chamba,10/01/70,21.478
Chamba,11/01/70,14.53
Chamba,12/01/70,10.426
Chamba,01/01/71,8.54
Chamba,02/01/71,11.087
Chamba,03/01/71,16.625
Chamba,04/01/71,22.028
Chamba,05/01/71,25.55
Chamba,06/01/71,28.83
Chamba,07/01/71,27.065
Chamba,08/01/71,26.15
Chamba,09/01/71,24.114
Chamba,10/01/71,21.182
Chamba,11/01/71,14.708
Chamba,12/01/71,10.691
Chamba,01/01/72,9.748
Chamba,02/01/72,8.506
Chamba,03/01/72,16.642
Chamba,04/01/72,20.302
Chamba,05/01/72,25.519
Chamba,06/01/72,28.784
Chamba,07/01/72,26.693
Chamba,08/01/72,25.526
Chamba,09/01/72,23.827
Chamba,10/01/72,18.698
Chamba,11/01/72,15.037
Chamba,12/01/72,10.324
Chamba,01/01/73,8.613
Chamba,02/01/73,12.038
Chamba,03/01/73,15.048
Chamba,04/01/73,22.838
Chamba,05/01/73,26.109
Chamba,06/01/73,29.265
Chamba,07/01/73,27.616
Chamba,08/01/73,26.413
Chamba,09/01/73,25.58
Chamba,10/01/73,20.322
Chamba,11/01/73,15.052
Chamba,12/01/73,9.59
Chamba,01/01/74,8.556
Chamba,02/01/74,8.87
Chamba,03/01/74,16.945
Chamba,04/01/74,22.966
Chamba,05/01/74,25.704
Chamba,06/01/74,27.07
Chamba,07/01/74,26.526
Chamba,08/01/74,26.335
Chamba,09/01/74,24.354
Chamba,10/01/74,20.866
Chamba,11/01/74,13.777
Chamba,12/01/74,8.434
Chamba,01/01/75,8.076
Chamba,02/01/75,9.131
Chamba,03/01/75,13.874
Chamba,04/01/75,21.055
Chamba,05/01/75,25.266
Chamba,06/01/75,27.142
Chamba,07/01/75,25.317
Chamba,08/01/75,25.456
Chamba,09/01/75,24.434
Chamba,10/01/75,21.191
Chamba,11/01/75,13.054
Chamba,12/01/75,9.999
Chamba,01/01/76,9.147
Chamba,02/01/76,9.827
Chamba,03/01/76,14.714
Chamba,04/01/76,20.417
Chamba,05/01/76,25.368
Chamba,06/01/76,27.286
Chamba,07/01/76,27.61
Chamba,08/01/76,25.394
Chamba,09/01/76,24.162
Chamba,10/01/76,20.558
Chamba,11/01/76,14.995
Chamba,12/01/76,10.012
Chamba,01/01/77,8.76
Chamba,02/01/77,10.348
Chamba,03/01/77,16.999
Chamba,04/01/77,21.448
Chamba,05/01/77,24.149
Chamba,06/01/77,26.875
Chamba,07/01/77,27.538
Chamba,08/01/77,26.192
Chamba,09/01/77,24.406
Chamba,10/01/77,21.278
Chamba,11/01/77,16.12
Chamba,12/01/77,10.115
Chamba,01/01/78,8.26
Chamba,02/01/78,10.245
Chamba,03/01/78,13.448
Chamba,04/01/78,20.94
Chamba,05/01/78,27.2
Chamba,06/01/78,29.562
Chamba,07/01/78,27.04
Chamba,08/01/78,26.41
