Area,Month,Temperature
Kangra,02/01/26,14.615
Kangra,03/01/26,16.31
Kangra,04/01/26,21.289
Kangra,05/01/26,26.637
Kangra,06/01/26,32.636
Kangra,07/01/26,30.71
Kangra,08/01/26,29.119
Kangra,09/01/26,27.597
Kangra,10/01/26,23.604
Kangra,11/01/26,14.981
Kangra,12/01/26,12.164
Kangra,01/01/27,10.323
Kangra,02/01/27,11.185
Kangra,03/01/27,17.166
Kangra,04/01/27,23.498
Kangra,05/01/27,27.721
Kangra,06/01/27,31.543
Kangra,07/01/27,30.1
Kangra,08/01/27,28.756
Kangra,09/01/27,27.679
Kangra,10/01/27,23.888
Kangra,11/01/27,17.224
Kangra,12/01/27,13.631
Kangra,01/01/28,10.782
Kangra,02/01/28,14.069
Kangra,03/01/28,18.351
Kangra,04/01/28,24.127
Kangra,05/01/28,31.533
Kangra,06/01/28,31.638
Kangra,07/01/28,30.471
Kangra,08/01/28,29.452
Kangra,09/01/28,27.797
Kangra,10/01/28,24.582
Kangra,11/01/28,16.853
Kangra,12/01/28,11.891
Kangra,01/01/29,10.462
Kangra,02/01/29,11.89
Kangra,03/01/29,20.35
Kangra,04/01/29,25.157
Kangra,05/01/29,29.79
Kangra,06/01/29,31.689
Kangra,07/01/29,29.685
Kangra,08/01/29,28.404
Kangra,09/01/29,27.975
Kangra,10/01/29,23.042
Kangra,11/01/29,17.34
Kangra,12/01/29,9.701
Kangra,01/01/30,9.72
Kangra,02/01/30,13.29
Kangra,03/01/30,19.066
Kangra,04/01/30,23.365
Kangra,05/01/30,28.656
Kangra,06/01/30,30.49
Kangra,07/01/30,29.198
Kangra,08/01/30,28.895
Kangra,09/01/30,27.669
Kangra,10/01/30,23.101
Kangra,11/01/30,16.556
Kangra,12/01/30,12.94
Kangra,01/01/31,13.021
Kangra,02/01/31,11.005
Kangra,03/01/31,18.172
Kangra,04/01/31,25.944
Kangra,05/01/31,28.779
Kangra,06/01/31,32.293
Kangra,07/01/31,29.355
Kangra,08/01/31,29.908
Kangra,09/01/31,27.556
Kangra,10/01/31,24.071
Kangra,11/01/31,17.313
Kangra,12/01/31,13.138
Kangra,01/01/32,12.994
Kangra,02/01/32,12.879
Kangra,03/01/32,19.15
Kangra,04/01/32,25.178
Kangra,05/01/32,27.768
Kangra,06/01/32,33.111
Kangra,07/01/32,30.403
Kangra,08/01/32,28.727
Kangra,09/01/32,28.112
Kangra,10/01/32,23.9
Kangra,11/01/32,17.818
Kangra,12/01/32,12.22
Kangra,01/01/33,9.785
Kangra,02/01/33,13.839
Kangra,03/01/33,18.129
Kangra,04/01/33,21.981
Kangra,05/01/33,27.338
Kangra,06/01/33,31.777
Kangra,07/01/33,30.066
Kangra,08/01/33,28.006
Kangra,09/01/33,26.615
Kangra,10/01/33,23.361
Kangra,11/01/33,17.183
Kangra,12/01/33,13.755
Kangra,01/01/34,9.043
Kangra,02/01/34,16.454
Kangra,03/01/34,17.874
Kangra,04/01/34,24.891
Kangra,05/01/34,27.889
Kangra,06/01/34,31.454
Kangra,07/01/34,30.362
Kangra,08/01/34,28.654
Kangra,09/01/34,29
Kangra,10/01/34,23.76
Kangra,11/01/34,17.124
Kangra,12/01/34,12.125
Kangra,01/01/35,8.974
Kangra,02/01/35,13.47
Kangra,03/01/35,18.625
Kangra,04/01/35,20.815
Kangra,05/01/35,29.451
Kangra,06/01/35,32.54
Kangra,07/01/35,30.16
Kangra,08/01/35,28.593
Kangra,09/01/35,27.622
Kangra,10/01/35,23.425
Kangra,11/01/35,17.2
Kangra,12/01/35,11.828
Kangra,01/01/36,10.067
Kangra,02/01/36,13.363
Kangra,03/01/36,17.742
Kangra,04/01/36,23.869
Kangra,05/01/36,31.367
Kangra,06/01/36,30.168
Kangra,07/01/36,29.707
Kangra,08/01/36,29.18
Kangra,09/01/36,27.864
Kangra,10/01/36,23.931
Kangra,11/01/36,17.146
Kangra,12/01/36,11.296
Kangra,01/01/37,10.943
Kangra,02/01/37,13.236
Kangra,03/01/37,18.173
Kangra,04/01/37,23.205
Kangra,05/01/37,29.172
Kangra,06/01/37,32.586
Kangra,07/01/37,29.542
Kangra,08/01/37,29.861
Kangra,09/01/37,27.821
Kangra,10/01/37,22.87
Kangra,11/01/37,16.071
Kangra,12/01/37,11.342
Kangra,01/01/38,9.985
Kangra,02/01/38,11.87
Kangra,03/01/38,18.449
Kangra,04/01/38,25.394
Kangra,05/01/38,31.38
Kangra,06/01/38,30.612
Kangra,07/01/38,30.644
Kangra,08/01/38,29.343
Kangra,09/01/38,27.539
Kangra,10/01/38,24.137
Kangra,11/01/38,15.582
Kangra,12/01/38,13.685
Kangra,01/01/39,11.774
Kangra,02/01/39,13.151
Kangra,03/01/39,15.773
Kangra,04/01/39,22.631
Kangra,05/01/39,30.305
Kangra,06/01/39,30.615
Kangra,07/01/39,30.075
Kangra,08/01/39,29.428
Kangra,09/01/39,28.006
Kangra,10/01/39,24.165
Kangra,11/01/39,17.582
Kangra,12/01/39,13.594
Kangra,01/01/40,11.789
Kangra,02/01/40,13.137
Kangra,03/01/40,16.395
Kangra,04/01/40,22.973
Kangra,05/01/40,29.609
Kangra,06/01/40,31.355
Kangra,07/01/40,30.4
Kangra,08/01/40,28.47
Kangra,09/01/40,27.034
Kangra,10/01/40,23.969
Kangra,11/01/40,17.931
Kangra,12/01/40,11.761
Kangra,01/01/41,10.41
Kangra,02/01/41,14.376
Kangra,03/01/41,20.557
Kangra,04/01/41,26.899
Kangra,05/01/41,30.36
Kangra,06/01/41,31.113
Kangra,07/01/41,30.085
Kangra,08/01/41,29.544
Kangra,09/01/41,27.544
Kangra,10/01/41,25.294
Kangra,11/01/41,17.551
Kangra,12/01/41,14.305
Kangra,01/01/42,10.242
Kangra,02/01/42,13.574
Kangra,03/01/42,20.411
Kangra,04/01/42,25.668
Kangra,05/01/42,29.087
Kangra,06/01/42,32.478
Kangra,07/01/42,29.61
Kangra,08/01/42,28.385
Kangra,09/01/42,27.285
Kangra,10/01/42,24.027
Kangra,11/01/42,18.4
Kangra,12/01/42,12.151
Kangra,01/01/43,10.079
Kangra,02/01/43,14.344
Kangra,03/01/43,18.952
Kangra,04/01/43,23.332
Kangra,05/01/43,28.344
Kangra,06/01/43,31.243
Kangra,07/01/43,29.787
Kangra,08/01/43,28.738
Kangra,09/01/43,28.593
Kangra,10/01/43,24.052
Kangra,11/01/43,18.465
Kangra,12/01/43,13.685
Kangra,01/01/44,9.774
Kangra,02/01/44,11.512
Kangra,03/01/44,17.412
Kangra,04/01/44,23.93
Kangra,05/01/44,30.666
Kangra,06/01/44,30.979
Kangra,07/01/44,30.447
Kangra,08/01/44,29.079
Kangra,09/01/44,27.224
Kangra,10/01/44,23.902
Kangra,11/01/44,17.425
Kangra,12/01/44,13.158
Kangra,01/01/45,9.181
Kangra,02/01/45,12.446
Kangra,03/01/45,18.678
Kangra,04/01/45,22.506
Kangra,05/01/45,28.996
Kangra,06/01/45,32.263
Kangra,07/01/45,29.975
Kangra,08/01/45,29.06
Kangra,09/01/45,27.9
Kangra,10/01/45,23.224
Kangra,11/01/45,17.514
Kangra,12/01/45,11.581
Kangra,01/01/46,13.308
Kangra,02/01/46,16.127
Kangra,03/01/46,17.925
Kangra,04/01/46,26.82
Kangra,05/01/46,29.537
Kangra,06/01/46,31.589
Kangra,07/01/46,30.516
Kangra,08/01/46,29.797
Kangra,09/01/46,28.501
Kangra,10/01/46,24.06
Kangra,11/01/46,16.993
Kangra,12/01/46,11.179
Kangra,01/01/47,9.619
Kangra,02/01/47,13.65
Kangra,03/01/47,19.338
Kangra,04/01/47,26.183
Kangra,05/01/47,30.407
Kangra,06/01/47,34.079
Kangra,07/01/47,31.401
Kangra,08/01/47,29.107
Kangra,09/01/47,27.556
Kangra,10/01/47,22.718
Kangra,11/01/47,17.869
Kangra,12/01/47,12.636
Kangra,01/01/48,11.239
Kangra,02/01/48,11.741
Kangra,03/01/48,16.921
Kangra,04/01/48,26.387
Kangra,05/01/48,30.869
Kangra,06/01/48,32.142
Kangra,07/01/48,29.835
Kangra,08/01/48,28.335
Kangra,09/01/48,27.791
Kangra,10/01/48,23.892
Kangra,11/01/48,16.084
Kangra,12/01/48,11.609
Kangra,01/01/49,12.926
Kangra,02/01/49,11.985
Kangra,03/01/49,18.734
Kangra,04/01/49,26.04
Kangra,05/01/49,30.751
Kangra,06/01/49,31.523
Kangra,07/01/49,29.648
Kangra,08/01/49,28.854
Kangra,09/01/49,28.663
Kangra,10/01/49,23.851
Kangra,11/01/49,16.121
Kangra,12/01/49,11.324
Kangra,01/01/50,11.51
Kangra,02/01/50,12.207
Kangra,03/01/50,17.066
Kangra,04/01/50,23.216
Kangra,05/01/50,29.279
Kangra,06/01/50,32.484
Kangra,07/01/50,30.322
Kangra,08/01/50,28.803
Kangra,09/01/50,25.917
Kangra,10/01/50,22.65
Kangra,11/01/50,16.978
Kangra,12/01/50,11.462
Kangra,01/01/51,10.374
Kangra,02/01/51,13.729
Kangra,03/01/51,19.108
Kangra,04/01/51,21.905
Kangra,05/01/51,28.72
Kangra,06/01/51,32.148
Kangra,07/01/51,30.437
Kangra,08/01/51,29.57
Kangra,09/01/51,28.653
Kangra,10/01/51,25.414
Kangra,11/01/51,18.505
Kangra,12/01/51,13.986
Kangra,01/01/52,11.859
Kangra,02/01/52,15.703
Kangra,03/01/52,17.381
Kangra,04/01/52,26.414
Kangra,05/01/52,29.861
Kangra,06/01/52,31.674
Kangra,07/01/52,29.933
Kangra,08/01/52,29.158
Kangra,09/01/52,28.348
Kangra,10/01/52,23.548
Kangra,11/01/52,17.746
Kangra,12/01/52,12.895
Kangra,01/01/53,9.909
Kangra,02/01/53,16.283
Kangra,03/01/53,21.57
Kangra,04/01/53,25.242
Kangra,05/01/53,30.279
Kangra,06/01/53,32.475
Kangra,07/01/53,30.412
Kangra,08/01/53,28.842
Kangra,09/01/53,27.639
Kangra,10/01/53,24.028
Kangra,11/01/53,17.496
Kangra,12/01/53,14.703
Kangra,01/01/54,9.816
Kangra,02/01/54,13.799
Kangra,03/01/54,19.459
Kangra,04/01/54,25.763
Kangra,05/01/54,29.703
Kangra,06/01/54,31.764
Kangra,07/01/54,30.057
Kangra,08/01/54,29.61
Kangra,09/01/54,28.135
Kangra,10/01/54,21.903
Kangra,11/01/54,16.633
Kangra,12/01/54,11.662
Kangra,01/01/55,10.929
Kangra,02/01/55,14.736
Kangra,03/01/55,20.498
Kangra,04/01/55,22.412
Kangra,05/01/55,26.839
Kangra,06/01/55,32.827
Kangra,07/01/55,29.956
Kangra,08/01/55,28.794
Kangra,09/01/55,27.556
Kangra,10/01/55,22.72
Kangra,11/01/55,17.574
Kangra,12/01/55,12.243
Kangra,01/01/56,10.813
Kangra,02/01/56,14.904
Kangra,03/01/56,18.352
Kangra,04/01/56,25.689
Kangra,05/01/56,31.809
Kangra,06/01/56,31.619
Kangra,07/01/56,29.16
Kangra,08/01/56,28.288
Kangra,09/01/56,28.385
Kangra,10/01/56,22.843
Kangra,11/01/56,16.688
Kangra,12/01/56,11.855
Kangra,01/01/57,10.138
Kangra,02/01/57,12.814
Kangra,03/01/57,17.395
Kangra,04/01/57,22.599
Kangra,05/01/57,27.082
Kangra,06/01/57,31.027
Kangra,07/01/57,30.679
Kangra,08/01/57,28.677
Kangra,09/01/57,27.099
Kangra,10/01/57,23.475
Kangra,11/01/57,17.357
Kangra,12/01/57,12.784
Kangra,01/01/58,13.06
Kangra,02/01/58,14.334
Kangra,03/01/58,19.181
Kangra,04/01/58,26.72
Kangra,05/01/58,28.736
Kangra,06/01/58,32.305
Kangra,07/01/58,30.171
Kangra,08/01/58,28.996
Kangra,09/01/58,27.618
Kangra,10/01/58,23.951
Kangra,11/01/58,18.125
Kangra,12/01/58,13.84
Kangra,01/01/59,11.202
Kangra,02/01/59,12.397
Kangra,03/01/59,19.989
Kangra,04/01/59,25.258
Kangra,05/01/59,28.46
Kangra,06/01/59,32.944
Kangra,07/01/59,29.333
Kangra,08/01/59,29.526
Kangra,09/01/59,27.891
Kangra,10/01/59,24.746
Kangra,11/01/59,17.009
Kangra,12/01/59,13.615
Kangra,01/01/60,10.673
Kangra,02/01/60,17.585
Kangra,03/01/60,17.446
Kangra,04/01/60,23.289
Kangra,05/01/60,29.793
Kangra,06/01/60,32.49
Kangra,07/01/60,30.256
Kangra,08/01/60,29.385
Kangra,09/01/60,28.236
Kangra,10/01/60,23.945
Kangra,11/01/60,16.806
Kangra,12/01/60,14.054
Kangra,01/01/61,11.754
Kangra,02/01/61,12.265
Kangra,03/01/61,19.429
Kangra,04/01/61,24.444
Kangra,05/01/61,29.4
Kangra,06/01/61,32.584
Kangra,07/01/61,30.241
Kangra,08/01/61,29.29
Kangra,09/01/61,29.481
Kangra,10/01/61,24.621
Kangra,11/01/61,16.857
Kangra,12/01/61,11.01
Kangra,01/01/62,11.048
Kangra,02/01/62,14.907
Kangra,03/01/62,18.646
Kangra,04/01/62,25.644
Kangra,05/01/62,28.619
Kangra,06/01/62,31.929
Kangra,07/01/62,30.492
Kangra,08/01/62,29.245
Kangra,09/01/62,27.138
Kangra,10/01/62,23.363
Kangra,11/01/62,17.681
Kangra,12/01/62,11.581
Kangra,01/01/63,10.992
Kangra,02/01/63,14.75
Kangra,03/01/63,18.041
Kangra,04/01/63,24.205
Kangra,05/01/63,28.305
Kangra,06/01/63,32.455
Kangra,07/01/63,30.271
Kangra,08/01/63,28.52
Kangra,09/01/63,27.167
Kangra,10/01/63,24.526
Kangra,11/01/63,18.163
Kangra,12/01/63,12.276
Kangra,01/01/64,10.108
Kangra,02/01/64,12.825
Kangra,03/01/64,18.865
Kangra,04/01/64,24.818
Kangra,05/01/64,27.542
Kangra,06/01/64,31.353
Kangra,07/01/64,28.716
Kangra,08/01/64,29.387
Kangra,09/01/64,27.978
Kangra,10/01/64,24.098
Kangra,11/01/64,16.866
Kangra,12/01/64,13.148
Kangra,01/01/65,12.133
Kangra,02/01/65,13.734
Kangra,03/01/65,18.323
Kangra,04/01/65,22.981
Kangra,05/01/65,28.043
Kangra,06/01/65,31.618
Kangra,07/01/65,29.518
Kangra,08/01/65,27.896
Kangra,09/01/65,27.516
Kangra,10/01/65,24.187
Kangra,11/01/65,18.457
Kangra,12/01/65,11.881
Kangra,01/01/66,10.579
Kangra,02/01/66,14.781
Kangra,03/01/66,18.302
Kangra,04/01/66,24.334
Kangra,05/01/66,29.078
Kangra,06/01/66,31.643
Kangra,07/01/66,30.01
Kangra,08/01/66,28.986
Kangra,09/01/66,27.041
Kangra,10/01/66,22.764
Kangra,11/01/66,16.405
Kangra,12/01/66,11.955
Kangra,01/01/67,10.424
Kangra,02/01/67,15.314
Kangra,03/01/67,18.041
Kangra,04/01/67,24.104
Kangra,05/01/67,28.002
Kangra,06/01/67,32.091
Kangra,07/01/67,30.501
Kangra,08/01/67,28.734
Kangra,09/01/67,27.998
Kangra,10/01/67,22.347
Kangra,11/01/67,16.776
Kangra,12/01/67,12.356
Kangra,01/01/68,9.401
Kangra,02/01/68,11.277
Kangra,03/01/68,18.794
Kangra,04/01/68,24.784
Kangra,05/01/68,28.443
Kangra,06/01/68,32.495
Kangra,07/01/68,29.779
Kangra,08/01/68,28.682
Kangra,09/01/68,28.77
Kangra,10/01/68,22.298
Kangra,11/01/68,16.968
Kangra,12/01/68,12.693
Kangra,01/01/69,11.168
Kangra,02/01/69,14.303
Kangra,03/01/69,21.137
Kangra,04/01/69,24.564
Kangra,05/01/69,28.497
Kangra,06/01/69,32.067
Kangra,07/01/69,30.051
Kangra,08/01/69,29.871
Kangra,09/01/69,27.799
Kangra,10/01/69,24.615
Kangra,11/01/69,18.846
Kangra,12/01/69,13.065
Kangra,01/01/70,12.044
Kangra,02/01/70,13.954
Kangra,03/01/70,19.019
Kangra,04/01/70,26.044
Kangra,05/01/70,30.935
Kangra,06/01/70,31.304
Kangra,07/01/70,30.776
Kangra,08/01/70,29.177
Kangra,09/01/70,28.661
Kangra,10/01/70,24.595
Kangra,11/01/70,17.213
Kangra,12/01/70,12.99
Kangra,01/01/71,11.319
Kangra,02/01/71,14.263
Kangra,03/01/71,19.707
Kangra,04/01/71,25.267
Kangra,05/01/71,28.673
Kangra,06/01/71,32.164
Kangra,07/01/71,29.464
Kangra,08/01/71,28.379
Kangra,09/01/71,27.028
Kangra,10/01/71,23.991
Kangra,11/01/71,17.499
Kangra,12/01/71,13.418
Kangra,01/01/72,12.305
Kangra,02/01/72,11.724
Kangra,03/01/72,19.829
Kangra,04/01/72,23.764
Kangra,05/01/72,29.544
Kangra,06/01/72,32.512
Kangra,07/01/72,29.683
Kangra,08/01/72,28.277
Kangra,09/01/72,26.655
Kangra,10/01/72,21.893
Kangra,11/01/72,17.804
Kangra,12/01/72,13.012
Kangra,01/01/73,11.424
Kangra,02/01/73,15.169
Kangra,03/01/73,18.219
Kangra,04/01/73,26.533
Kangra,05/01/73,29.857
Kangra,06/01/73,32.384
Kangra,07/01/73,30.063
Kangra,08/01/73,28.981
Kangra,09/01/73,27.995
Kangra,10/01/73,23.243
Kangra,11/01/73,17.593
Kangra,12/01/73,11.81
Kangra,01/01/74,11.25
Kangra,02/01/74,12.058
Kangra,03/01/74,19.906
Kangra,04/01/74,26.463
Kangra,05/01/74,29.282
Kangra,06/01/74,30.656
Kangra,07/01/74,29.393
Kangra,08/01/74,28.731
Kangra,09/01/74,27.312
Kangra,10/01/74,23.686
Kangra,11/01/74,16.557
Kangra,12/01/74,11.134
Kangra,01/01/75,11.081
Kangra,02/01/75,12.484
Kangra,03/01/75,17.295
Kangra,04/01/75,24.98
Kangra,05/01/75,29.45
Kangra,06/01/75,30.875
Kangra,07/01/75,28.28
Kangra,08/01/75,28.156
Kangra,09/01/75,27.182
Kangra,10/01/75,24.068
Kangra,11/01/75,15.938
Kangra,12/01/75,12.808
Kangra,01/01/76,11.869
Kangra,02/01/76,13.146
Kangra,03/01/76,17.911
Kangra,04/01/76,23.761
Kangra,05/01/76,29.127
Kangra,06/01/76,30.615
Kangra,07/01/76,30.177
Kangra,08/01/76,27.898
Kangra,09/01/76,27.061
Kangra,10/01/76,23.619
Kangra,11/01/76,17.694
Kangra,12/01/76,12.428
Kangra,01/01/77,11.385
Kangra,02/01/77,13.251
Kangra,03/01/77,19.785
Kangra,04/01/77,24.538
Kangra,05/01/77,27.337
Kangra,06/01/77,29.837
Kangra,07/01/77,29.855
Kangra,08/01/77,28.497
Kangra,09/01/77,27.005
Kangra,10/01/77,24.159
Kangra,11/01/77,18.767
Kangra,12/01/77,12.733
Kangra,01/01/78,10.67
Kangra,02/01/78,13.071
Kangra,03/01/78,16.735
Kangra,04/01/78,24.114
Kangra,05/01/78,30.752
Kangra,06/01/78,32.249
Kangra,07/01/78,29.272
Kangra,08/01/78,28.641
Kangra,09/01/78,26.991
Kangra,10/01/78,23.861
Kangra,11/01/78,16.951
Kangra,12/01/78,13.268
Kangra,01/01/79,10.947
Kangra,02/01/79,13.366
Kangra,03/01/79,17.466
Kangra,04/01/79,26.45
Kangra,05/01/79,28.08
Kangra,06/01/79,31.939
Kangra,07/01/79,29.565
Kangra,08/01/79,29.415
Kangra,09/01/79,26.285
Kangra,10/01/79,24.705
Kangra,11/01/79,18.543
Kangra,12/01/79,13.705
Kangra,01/01/80,11.857
Kangra,02/01/80,13.984
Kangra,03/01/80,18.313
Kangra,04/01/80,26.669
Kangra,05/01/80,30.405
Kangra,06/01/80,31.471
Kangra,07/01/80,29.333
Kangra,08/01/80,28.781
Kangra,09/01/80,26.693
Kangra,10/01/80,23.495
Kangra,11/01/80,17.04
Kangra,12/01/80,11.72
Kangra,01/01/81,11.65
Kangra,02/01/81,14.547
Kangra,03/01/81,20.068
Kangra,04/01/81,25.129
Kangra,05/01/81,30.317
Kangra,06/01/81,31.348
Kangra,07/01/81,29.141
Kangra,08/01/81,28.262
Kangra,09/01/81,27.246
Kangra,10/01/81,22.912
Kangra,11/01/81,16.708
Kangra,12/01/81,11.963
Kangra,01/01/82,12.327
Kangra,02/01/82,12.629
Kangra,03/01/82,16.635
Kangra,04/01/82,23.298
Kangra,05/01/82,26.918
Kangra,06/01/82,31.089
Kangra,07/01/82,29.801
Kangra,08/01/82,28.492
Kangra,09/01/82,26.94
Kangra,10/01/82,23.141
Kangra,11/01/82,17.336
Kangra,12/01/82,12.997
Kangra,01/01/83,10.84
Kangra,02/01/83,12.672
Kangra,03/01/83,16.677
Kangra,04/01/83,22.558
Kangra,05/01/83,27.695
Kangra,06/01/83,30.013
Kangra,07/01/83,29.005
Kangra,08/01/83,28.707
Kangra,09/01/83,28.136
Kangra,10/01/83,22.791
Kangra,11/01/83,16.676
Kangra,12/01/83,12.602
Kangra,01/01/84,10.692
Kangra,02/01/84,12.196
Kangra,03/01/84,20.362
Kangra,04/01/84,24.816
Kangra,05/01/84,31.266
Kangra,06/01/84,32.694
Kangra,07/01/84,29.116
Kangra,08/01/84,29.294
Kangra,09/01/84,26.26
Kangra,10/01/84,23.022
Kangra,11/01/84,16.84
Kangra,12/01/84,12.95
Kangra,01/01/85,11.231
Kangra,02/01/85,14.641
Kangra,03/01/85,20.825
Kangra,04/01/85,25.613
Kangra,05/01/85,30.015
Kangra,06/01/85,31.723
Kangra,07/01/85,29.194
Kangra,08/01/85,28.817
Kangra,09/01/85,27.716
Kangra,10/01/85,23.073
Kangra,11/01/85,16.909
Kangra,12/01/85,13.639
Kangra,01/01/86,9.299
Kangra,02/01/86,13.687
Kangra,03/01/86,18.074
Kangra,04/01/86,24.17
Kangra,05/01/86,27.368
Kangra,06/01/86,30.974
Kangra,07/01/86,28.787
Kangra,08/01/86,28.56
Kangra,09/01/86,27.052
Kangra,10/01/86,22.986
Kangra,11/01/86,17.971
Kangra,12/01/86,11.132
Kangra,01/01/87,10.216
Kangra,02/01/87,14.915
Kangra,03/01/87,19.404
Kangra,04/01/87,25.079
Kangra,05/01/87,26.125
Kangra,06/01/87,30.974
Kangra,07/01/87,30.856
Kangra,08/01/87,29.625
Kangra,09/01/87,28.775
Kangra,10/01/87,24.095
Kangra,11/01/87,17.889
Kangra,12/01/87,12.948
Kangra,01/01/88,13.192
Kangra,02/01/88,15.171
Kangra,03/01/88,18.352
Kangra,04/01/88,26.401
Kangra,05/01/88,30.629
Kangra,06/01/88,31.151
Kangra,07/01/88,29.442
Kangra,08/01/88,28.119
Kangra,09/01/88,27.458
Kangra,10/01/88,23.11
Kangra,11/01/88,17.834
Kangra,12/01/88,13.173
Kangra,01/01/89,10.47
Kangra,02/01/89,13.544
Kangra,03/01/89,18.149
Kangra,04/01/89,23.259
Kangra,05/01/89,28.74
Kangra,06/01/89,30.206
Kangra,07/01/89,29.212
Kangra,08/01/89,26.917
Kangra,09/01/89,27.085
Kangra,10/01/89,23.533
Kangra,11/01/89,17.163
Kangra,12/01/89,12.767
Kangra,01/01/90,13.731
Kangra,02/01/90,14.596
Kangra,03/01/90,17.214
Kangra,04/01/90,24.103
Kangra,05/01/90,30.001
Kangra,06/01/90,32.726
Kangra,07/01/90,29.106
Kangra,08/01/90,28.458
Kangra,09/01/90,27.344
Kangra,10/01/90,22.822
Kangra,11/01/90,16.883
Kangra,12/01/90,12.473
Kangra,01/01/91,9.296
Kangra,02/01/91,13.735
Kangra,03/01/91,18.67
Kangra,04/01/91,22.99
Kangra,05/01/91,28.84
Kangra,06/01/91,30.705
Kangra,07/01/91,30.297
Kangra,08/01/91,28.435
Kangra,09/01/91,27.335
Kangra,10/01/91,22.644
Kangra,11/01/91,16.698
Kangra,12/01/91,13.171
Kangra,01/01/92,12.138
Kangra,02/01/92,13.037
Kangra,03/01/92,18.16
Kangra,04/01/92,24.22
Kangra,05/01/92,28.041
Kangra,06/01/92,31.115
Kangra,07/01/92,28.755
Kangra,08/01/92,28.225
Kangra,09/01/92,26.787
Kangra,10/01/92,23.36
Kangra,11/01/92,17.634
Kangra,12/01/92,13.927
Kangra,01/01/93,11.016
Kangra,02/01/93,15.435
Kangra,03/01/93,16.793
Kangra,04/01/93,24.722
Kangra,05/01/93,30.031
Kangra,06/01/93,31.482
Kangra,07/01/93,28.91
Kangra,08/01/93,29.229
Kangra,09/01/93,27.042
Kangra,10/01/93,23.212
Kangra,11/01/93,18.291
Kangra,12/01/93,12.965
Kangra,01/01/94,12.236
Kangra,02/01/94,13.715
Kangra,03/01/94,20.404
Kangra,04/01/94,23.029
Kangra,05/01/94,29.74
Kangra,06/01/94,32.386
Kangra,07/01/94,29.91
Kangra,08/01/94,28.807
Kangra,09/01/94,26.844
Kangra,10/01/94,22.867
Kangra,11/01/94,17.788
Kangra,12/01/94,13.192
Kangra,01/01/95,9.869
Kangra,02/01/95,13.301
Kangra,03/01/95,17.922
Kangra,04/01/95,23.515
Kangra,05/01/95,30.681
Kangra,06/01/95,32.922
Kangra,07/01/95,29.301
Kangra,08/01/95,27.852
Kangra,09/01/95,26.934
Kangra,10/01/95,23.845
Kangra,11/01/95,17.724
Kangra,12/01/95,13.114
Kangra,01/01/96,11.439
Kangra,02/01/96,15.176
Kangra,03/01/96,19.558
Kangra,04/01/96,25.267
Kangra,05/01/96,28.272
Kangra,06/01/96,30.448
Kangra,07/01/96,29.113
Kangra,08/01/96,27.001
Kangra,09/01/96,27.383
Kangra,10/01/96,22.999
Kangra,11/01/96,16.77
Kangra,12/01/96,11.628
Kangra,01/01/97,11.741
Kangra,02/01/97,14.071
Kangra,03/01/97,18.699
Kangra,04/01/97,24.331
Kangra,05/01/97,27.693
Kangra,06/01/97,30.028
Kangra,07/01/97,30.321
Kangra,08/01/97,28.092
Kangra,09/01/97,28.13
Kangra,10/01/97,22.061
Kangra,11/01/97,16.986
Kangra,12/01/97,11.938
Kangra,01/01/98,9.467
Kangra,02/01/98,14.681
Kangra,03/01/98,17.239
Kangra,04/01/98,25.055
Kangra,05/01/98,30.234
Kangra,06/01/98,32.227
Kangra,07/01/98,29.986
Kangra,08/01/98,29.107
Kangra,09/01/98,28.144
Kangra,10/01/98,24.441
Kangra,11/01/98,17.424
Kangra,12/01/98,13.065
Kangra,01/01/99,11.174
Kangra,02/01/99,16.476
Kangra,03/01/99,20.319
Kangra,04/01/99,28.531
Kangra,05/01/99,30.312
Kangra,06/01/99,30.59
Kangra,07/01/99,30.69
Kangra,08/01/99,29.215
Kangra,09/01/99,28.828
Kangra,10/01/99,24.619
Kangra,11/01/99,18.999
Kangra,12/01/99,13.792
Kangra,01/01/00,12.364
Kangra,02/01/00,12.772
Kangra,03/01/00,18.394
Kangra,04/01/00,26.808
Kangra,05/01/00,31.341
Kangra,06/01/00,30.723
Kangra,07/01/00,29.618
Kangra,08/01/00,28.888
Kangra,09/01/00,28.173
Kangra,10/01/00,25.395
Kangra,11/01/00,19.378
Kangra,12/01/00,14.366
Kangra,01/01/01,12.289
Kangra,02/01/01,15.07
Kangra,03/01/01,19.975
Kangra,04/01/01,24.972
Kangra,05/01/01,30.905
Kangra,06/01/01,30.213
Kangra,07/01/01,30.273
Kangra,08/01/01,29.636
Kangra,09/01/01,27.87
Kangra,10/01/01,25.219
Kangra,11/01/01,18.777
Kangra,12/01/01,14.113
Kangra,01/01/02,12.951
Kangra,02/01/02,14.089
Kangra,03/01/02,19.388
Kangra,04/01/02,26.092
Kangra,05/01/02,31.161
Kangra,06/01/02,31.741
Kangra,07/01/02,30.835
Kangra,08/01/02,29.362
Kangra,09/01/02,26.081
Kangra,10/01/02,24.438
Kangra,11/01/02,19.176
Kangra,12/01/02,13.395
Kinnaur,01/01/01,1.565
Kinnaur,02/01/01,3.586
Kinnaur,03/01/01,9.988
Kinnaur,04/01/01,13.918
Kinnaur,05/01/01,16.688
Kinnaur,06/01/01,20.666
Kinnaur,07/01/01,19.716
Kinnaur,08/01/01,18.068
