Area,Month,CC
Lahul & Spiti,09/01/30,43.617
Lahul & Spiti,10/01/30,28.382
Lahul & Spiti,11/01/30,23.106
Lahul & Spiti,12/01/30,39.908
Lahul & Spiti,01/01/31,41.364
Lahul & Spiti,02/01/31,47.577
Lahul & Spiti,03/01/31,36.814
Lahul & Spiti,04/01/31,31.284
Lahul & Spiti,05/01/31,36.521
Lahul & Spiti,06/01/31,30.198
Lahul & Spiti,07/01/31,51.674
Lahul & Spiti,08/01/31,54.204
Lahul & Spiti,09/01/31,38.114
Lahul & Spiti,10/01/31,29.136
Lahul & Spiti,11/01/31,14.699
Lahul & Spiti,12/01/31,30.65
Lahul & Spiti,01/01/32,42.585
Lahul & Spiti,02/01/32,37.179
Lahul & Spiti,03/01/32,40.249
Lahul & Spiti,04/01/32,29.219
Lahul & Spiti,05/01/32,36.54
Lahul & Spiti,06/01/32,36.498
Lahul & Spiti,07/01/32,53.25
Lahul & Spiti,08/01/32,51.464
Lahul & Spiti,09/01/32,27.465
Lahul & Spiti,10/01/32,13.431
Lahul & Spiti,11/01/32,5.657
Lahul & Spiti,12/01/32,36.232
Lahul & Spiti,01/01/33,42.704
Lahul & Spiti,02/01/33,40.525
Lahul & Spiti,03/01/33,39.902
Lahul & Spiti,04/01/33,38.723
Lahul & Spiti,05/01/33,42.237
Lahul & Spiti,06/01/33,40.334
Lahul & Spiti,07/01/33,53.94
Lahul & Spiti,08/01/33,59.741
Lahul & Spiti,09/01/33,42.503
Lahul & Spiti,10/01/33,19.693
Lahul & Spiti,11/01/33,15.128
Lahul & Spiti,12/01/33,35.164
Lahul & Spiti,01/01/34,44.218
Lahul & Spiti,02/01/34,38.52
Lahul & Spiti,03/01/34,43.608
Lahul & Spiti,04/01/34,32.002
Lahul & Spiti,05/01/34,36.528
Lahul & Spiti,06/01/34,38.728
Lahul & Spiti,07/01/34,52.616
Lahul & Spiti,08/01/34,52.968
Lahul & Spiti,09/01/34,28.423
Lahul & Spiti,10/01/34,7.075
Lahul & Spiti,11/01/34,22.229
Lahul & Spiti,12/01/34,39.226
Lahul & Spiti,01/01/35,48.636
Lahul & Spiti,02/01/35,52.283
Lahul & Spiti,03/01/35,39.798
Lahul & Spiti,04/01/35,40.375
Lahul & Spiti,05/01/35,32.648
Lahul & Spiti,06/01/35,25.315
Lahul & Spiti,07/01/35,50.014
Lahul & Spiti,08/01/35,52.002
Lahul & Spiti,09/01/35,33.287
Lahul & Spiti,10/01/35,15.84
Lahul & Spiti,11/01/35,21.788
Lahul & Spiti,12/01/35,36.915
Lahul & Spiti,01/01/36,38.28
Lahul & Spiti,02/01/36,46.337
Lahul & Spiti,03/01/36,44.864
Lahul & Spiti,04/01/36,32.446
Lahul & Spiti,05/01/36,36.984
Lahul & Spiti,06/01/36,48.249
Lahul & Spiti,07/01/36,55.636
Lahul & Spiti,08/01/36,51.896
Lahul & Spiti,09/01/36,36.726
Lahul & Spiti,10/01/36,18.721
Lahul & Spiti,11/01/36,15.216
Lahul & Spiti,12/01/36,44.537
Lahul & Spiti,01/01/37,40.617
Lahul & Spiti,02/01/37,49.161
Lahul & Spiti,03/01/37,44.068
Lahul & Spiti,04/01/37,38.784
Lahul & Spiti,05/01/37,39.152
Lahul & Spiti,06/01/37,35.855
Lahul & Spiti,07/01/37,54.052
Lahul & Spiti,08/01/37,48.411
Lahul & Spiti,09/01/37,30.519
Lahul & Spiti,10/01/37,19.816
Lahul & Spiti,11/01/37,16.223
Lahul & Spiti,12/01/37,34.64
Lahul & Spiti,01/01/38,48.803
Lahul & Spiti,02/01/38,47.863
Lahul & Spiti,03/01/38,40.918
Lahul & Spiti,04/01/38,30.984
Lahul & Spiti,05/01/38,37.171
Lahul & Spiti,06/01/38,50.41
Lahul & Spiti,07/01/38,47.798
Lahul & Spiti,08/01/38,48.368
Lahul & Spiti,09/01/38,27.428
Lahul & Spiti,10/01/38,13.838
Lahul & Spiti,11/01/38,21.805
Lahul & Spiti,12/01/38,30.579
Lahul & Spiti,01/01/39,40.87
Lahul & Spiti,02/01/39,46.22
Lahul & Spiti,03/01/39,49.512
Lahul & Spiti,04/01/39,32.102
Lahul & Spiti,05/01/39,29.623
Lahul & Spiti,06/01/39,45.905
Lahul & Spiti,07/01/39,50.214
Lahul & Spiti,08/01/39,48.349
Lahul & Spiti,09/01/39,30.964
Lahul & Spiti,10/01/39,19.402
Lahul & Spiti,11/01/39,6.942
Lahul & Spiti,12/01/39,29.552
Lahul & Spiti,01/01/40,47.301
Lahul & Spiti,02/01/40,49.028
Lahul & Spiti,03/01/40,44.391
Lahul & Spiti,04/01/40,35.483
Lahul & Spiti,05/01/40,37.852
Lahul & Spiti,06/01/40,41.424
Lahul & Spiti,07/01/40,51.814
Lahul & Spiti,08/01/40,53.211
Lahul & Spiti,09/01/40,32.649
Lahul & Spiti,10/01/40,14.386
Lahul & Spiti,11/01/40,14.961
Lahul & Spiti,12/01/40,32.462
Lahul & Spiti,01/01/41,46.701
Lahul & Spiti,02/01/41,38.987
Lahul & Spiti,03/01/41,38.722
Lahul & Spiti,04/01/41,31.275
Lahul & Spiti,05/01/41,39.329
Lahul & Spiti,06/01/41,48.594
Lahul & Spiti,07/01/41,51.435
Lahul & Spiti,08/01/41,50.857
Lahul & Spiti,09/01/41,34.822
Lahul & Spiti,10/01/41,21.301
Lahul & Spiti,11/01/41,12.911
Lahul & Spiti,12/01/41,34.896
Lahul & Spiti,01/01/42,45.992
Lahul & Spiti,02/01/42,49.205
Lahul & Spiti,03/01/42,41.11
Lahul & Spiti,04/01/42,33.009
Lahul & Spiti,05/01/42,40.976
Lahul & Spiti,06/01/42,37.242
Lahul & Spiti,07/01/42,56.795
Lahul & Spiti,08/01/42,53.769
Lahul & Spiti,09/01/42,39.336
Lahul & Spiti,10/01/42,16.741
Lahul & Spiti,11/01/42,18.349
Lahul & Spiti,12/01/42,38.402
Lahul & Spiti,01/01/43,52.214
Lahul & Spiti,02/01/43,37.708
Lahul & Spiti,03/01/43,38.84
Lahul & Spiti,04/01/43,33.951
Lahul & Spiti,05/01/43,38.498
Lahul & Spiti,06/01/43,39.244
Lahul & Spiti,07/01/43,54.864
Lahul & Spiti,08/01/43,52.115
Lahul & Spiti,09/01/43,34.128
Lahul & Spiti,10/01/43,9.907
Lahul & Spiti,11/01/43,8.028
Lahul & Spiti,12/01/43,32.447
Lahul & Spiti,01/01/44,46.291
Lahul & Spiti,02/01/44,46.12
Lahul & Spiti,03/01/44,42.859
Lahul & Spiti,04/01/44,38.352
Lahul & Spiti,05/01/44,31.937
Lahul & Spiti,06/01/44,34.069
Lahul & Spiti,07/01/44,56.5
Lahul & Spiti,08/01/44,54.576
Lahul & Spiti,09/01/44,33.122
Lahul & Spiti,10/01/44,13.786
Lahul & Spiti,11/01/44,13.932
Lahul & Spiti,12/01/44,34.614
Lahul & Spiti,01/01/45,50.659
Lahul & Spiti,02/01/45,36.298
Lahul & Spiti,03/01/45,42.639
Lahul & Spiti,04/01/45,40.469
Lahul & Spiti,05/01/45,35.441
Lahul & Spiti,06/01/45,34.206
Lahul & Spiti,07/01/45,55.97
Lahul & Spiti,08/01/45,52.128
Lahul & Spiti,09/01/45,42.854
Lahul & Spiti,10/01/45,24.677
Lahul & Spiti,11/01/45,8.948
Lahul & Spiti,12/01/45,31.67
Lahul & Spiti,01/01/46,41.832
Lahul & Spiti,02/01/46,37.215
Lahul & Spiti,03/01/46,39.217
Lahul & Spiti,04/01/46,32.814
Lahul & Spiti,05/01/46,41.677
Lahul & Spiti,06/01/46,46.81
Lahul & Spiti,07/01/46,52.169
Lahul & Spiti,08/01/46,53.897
Lahul & Spiti,09/01/46,28.113
Lahul & Spiti,10/01/46,26.616
Lahul & Spiti,11/01/46,10.186
Lahul & Spiti,12/01/46,36.272
Lahul & Spiti,01/01/47,42.761
Lahul & Spiti,02/01/47,38.309
Lahul & Spiti,03/01/47,36.556
Lahul & Spiti,04/01/47,27.202
Lahul & Spiti,05/01/47,33.887
Lahul & Spiti,06/01/47,38.027
Lahul & Spiti,07/01/47,44.741
Lahul & Spiti,08/01/47,55.828
Lahul & Spiti,09/01/47,38.781
Lahul & Spiti,10/01/47,20.223
Lahul & Spiti,11/01/47,20.86
Lahul & Spiti,12/01/47,39.571
Lahul & Spiti,01/01/48,47.778
Lahul & Spiti,02/01/48,48.203
Lahul & Spiti,03/01/48,52.014
Lahul & Spiti,04/01/48,37.058
Lahul & Spiti,05/01/48,35.594
Lahul & Spiti,06/01/48,41.143
Lahul & Spiti,07/01/48,52.182
Lahul & Spiti,08/01/48,57.574
Lahul & Spiti,09/01/48,36.229
Lahul & Spiti,10/01/48,26.06
Lahul & Spiti,11/01/48,13.465
Lahul & Spiti,12/01/48,44.938
Lahul & Spiti,01/01/49,47.692
Lahul & Spiti,02/01/49,47.987
Lahul & Spiti,03/01/49,46.822
Lahul & Spiti,04/01/49,32.167
Lahul & Spiti,05/01/49,41.193
Lahul & Spiti,06/01/49,42.098
Lahul & Spiti,07/01/49,56.496
Lahul & Spiti,08/01/49,50.578
Lahul & Spiti,09/01/49,35.179
Lahul & Spiti,10/01/49,17.11
Lahul & Spiti,11/01/49,11.018
Lahul & Spiti,12/01/49,33.702
Lahul & Spiti,01/01/50,52.445
Lahul & Spiti,02/01/50,45.693
Lahul & Spiti,03/01/50,49.193
Lahul & Spiti,04/01/50,35.873
Lahul & Spiti,05/01/50,39.161
Lahul & Spiti,06/01/50,49.47
Lahul & Spiti,07/01/50,59.653
Lahul & Spiti,08/01/50,54.613
Lahul & Spiti,09/01/50,42.324
Lahul & Spiti,10/01/50,25.669
Lahul & Spiti,11/01/50,17.279
Lahul & Spiti,12/01/50,29.893
Lahul & Spiti,01/01/51,45.057
Lahul & Spiti,02/01/51,41.512
Lahul & Spiti,03/01/51,45.064
Lahul & Spiti,04/01/51,41.437
Lahul & Spiti,05/01/51,41.184
Lahul & Spiti,06/01/51,43.998
Lahul & Spiti,07/01/51,48.517
Lahul & Spiti,08/01/51,53.871
Lahul & Spiti,09/01/51,27.617
Lahul & Spiti,10/01/51,19.264
Lahul & Spiti,11/01/51,22.515
Lahul & Spiti,12/01/51,39.155
Lahul & Spiti,01/01/52,42.299
Lahul & Spiti,02/01/52,46.887
Lahul & Spiti,03/01/52,52.378
Lahul & Spiti,04/01/52,32.638
Lahul & Spiti,05/01/52,38.897
Lahul & Spiti,06/01/52,42.439
Lahul & Spiti,07/01/52,56.793
Lahul & Spiti,08/01/52,56.9
Lahul & Spiti,09/01/52,30.978
Lahul & Spiti,10/01/52,13.962
Lahul & Spiti,11/01/52,11.379
Lahul & Spiti,12/01/52,35.137
Lahul & Spiti,01/01/53,49.661
Lahul & Spiti,02/01/53,42.575
Lahul & Spiti,03/01/53,43.531
Lahul & Spiti,04/01/53,37.218
Lahul & Spiti,05/01/53,43.503
Lahul & Spiti,06/01/53,47.78
Lahul & Spiti,07/01/53,59.019
Lahul & Spiti,08/01/53,59.861
Lahul & Spiti,09/01/53,43.89
Lahul & Spiti,10/01/53,21.116
Lahul & Spiti,11/01/53,20.004
Lahul & Spiti,12/01/53,42.191
Lahul & Spiti,01/01/54,56.028
Lahul & Spiti,02/01/54,60.354
Lahul & Spiti,03/01/54,51.427
Lahul & Spiti,04/01/54,36.369
Lahul & Spiti,05/01/54,38.053
Lahul & Spiti,06/01/54,48.095
Lahul & Spiti,07/01/54,58.141
Lahul & Spiti,08/01/54,55.086
Lahul & Spiti,09/01/54,48.57
Lahul & Spiti,10/01/54,28.746
Lahul & Spiti,11/01/54,25.449
Lahul & Spiti,12/01/54,39.894
Lahul & Spiti,01/01/55,51.635
Lahul & Spiti,02/01/55,43.845
Lahul & Spiti,03/01/55,53.193
Lahul & Spiti,04/01/55,39.798
Lahul & Spiti,05/01/55,47.177
Lahul & Spiti,06/01/55,47.572
Lahul & Spiti,07/01/55,57.916
Lahul & Spiti,08/01/55,60.052
Lahul & Spiti,09/01/55,47.735
Lahul & Spiti,10/01/55,39.695
Lahul & Spiti,11/01/55,23.161
Lahul & Spiti,12/01/55,43.272
Lahul & Spiti,01/01/56,53.554
Lahul & Spiti,02/01/56,43.209
Lahul & Spiti,03/01/56,53.436
Lahul & Spiti,04/01/56,42.894
Lahul & Spiti,05/01/56,42.472
Lahul & Spiti,06/01/56,53.406
Lahul & Spiti,07/01/56,61.514
Lahul & Spiti,08/01/56,60.807
Lahul & Spiti,09/01/56,42.109
Lahul & Spiti,10/01/56,38.822
Lahul & Spiti,11/01/56,24.091
Lahul & Spiti,12/01/56,44.215
Lahul & Spiti,01/01/57,57.585
Lahul & Spiti,02/01/57,49.388
Lahul & Spiti,03/01/57,52.84
Lahul & Spiti,04/01/57,47.763
Lahul & Spiti,05/01/57,47.677
Lahul & Spiti,06/01/57,47.553
Lahul & Spiti,07/01/57,56.718
Lahul & Spiti,08/01/57,58.641
Lahul & Spiti,09/01/57,38.584
Lahul & Spiti,10/01/57,26.427
Lahul & Spiti,11/01/57,29.007
Lahul & Spiti,12/01/57,46.054
Lahul & Spiti,01/01/58,50.299
Lahul & Spiti,02/01/58,43.682
Lahul & Spiti,03/01/58,47.756
Lahul & Spiti,04/01/58,41.542
Lahul & Spiti,05/01/58,45.296
Lahul & Spiti,06/01/58,42.827
Lahul & Spiti,07/01/58,62.182
Lahul & Spiti,08/01/58,57.662
Lahul & Spiti,09/01/58,48.333
Lahul & Spiti,10/01/58,33.235
Lahul & Spiti,11/01/58,27.579
Lahul & Spiti,12/01/58,44.964
Lahul & Spiti,01/01/59,52.439
Lahul & Spiti,02/01/59,52.804
Lahul & Spiti,03/01/59,48.577
Lahul & Spiti,04/01/59,42.122
Lahul & Spiti,05/01/59,49.005
Lahul & Spiti,06/01/59,45.696
Lahul & Spiti,07/01/59,60.241
Lahul & Spiti,08/01/59,58.42
Lahul & Spiti,09/01/59,45.756
Lahul & Spiti,10/01/59,33.764
Lahul & Spiti,11/01/59,31.306
Lahul & Spiti,12/01/59,39.667
Lahul & Spiti,01/01/60,47.699
Lahul & Spiti,02/01/60,41.618
Lahul & Spiti,03/01/60,53.572
Lahul & Spiti,04/01/60,44.977
Lahul & Spiti,05/01/60,41.184
Lahul & Spiti,06/01/60,42.034
Lahul & Spiti,07/01/60,60.735
Lahul & Spiti,08/01/60,58.156
Lahul & Spiti,09/01/60,39.572
Lahul & Spiti,10/01/60,23.548
Lahul & Spiti,11/01/60,24.12
Lahul & Spiti,12/01/60,36.552
Lahul & Spiti,01/01/61,51.755
Lahul & Spiti,02/01/61,54.641
Lahul & Spiti,03/01/61,51.176
Lahul & Spiti,04/01/61,45.552
Lahul & Spiti,05/01/61,45.914
Lahul & Spiti,06/01/61,48.087
Lahul & Spiti,07/01/61,60.322
Lahul & Spiti,08/01/61,58.675
Lahul & Spiti,09/01/61,48.632
Lahul & Spiti,10/01/61,35.011
Lahul & Spiti,11/01/61,37.553
Lahul & Spiti,12/01/61,41.996
Lahul & Spiti,01/01/62,50.677
Lahul & Spiti,02/01/62,52.448
Lahul & Spiti,03/01/62,53.48
Lahul & Spiti,04/01/62,46.471
Lahul & Spiti,05/01/62,45.447
Lahul & Spiti,06/01/62,44.809
Lahul & Spiti,07/01/62,59.842
Lahul & Spiti,08/01/62,57.01
Lahul & Spiti,09/01/62,48.73
Lahul & Spiti,10/01/62,29.319
Lahul & Spiti,11/01/62,32.099
Lahul & Spiti,12/01/62,43.8
Lahul & Spiti,01/01/63,41.771
Lahul & Spiti,02/01/63,44.841
Lahul & Spiti,03/01/63,52.754
Lahul & Spiti,04/01/63,49.214
Lahul & Spiti,05/01/63,46.243
Lahul & Spiti,06/01/63,46.546
Lahul & Spiti,07/01/63,57.14
Lahul & Spiti,08/01/63,60.088
Lahul & Spiti,09/01/63,43.045
Lahul & Spiti,10/01/63,28.276
Lahul & Spiti,11/01/63,35.698
Lahul & Spiti,12/01/63,37.304
Lahul & Spiti,01/01/64,54.949
Lahul & Spiti,02/01/64,50.608
Lahul & Spiti,03/01/64,48.267
Lahul & Spiti,04/01/64,46.831
Lahul & Spiti,05/01/64,45.554
Lahul & Spiti,06/01/64,48.622
Lahul & Spiti,07/01/64,61.924
Lahul & Spiti,08/01/64,58.084
Lahul & Spiti,09/01/64,48.592
Lahul & Spiti,10/01/64,22.789
Lahul & Spiti,11/01/64,21.566
Lahul & Spiti,12/01/64,44.225
Lahul & Spiti,01/01/65,49.563
Lahul & Spiti,02/01/65,55.154
Lahul & Spiti,03/01/65,50.354
Lahul & Spiti,04/01/65,51.297
Lahul & Spiti,05/01/65,48.942
Lahul & Spiti,06/01/65,45.686
Lahul & Spiti,07/01/65,56.786
Lahul & Spiti,08/01/65,54.603
Lahul & Spiti,09/01/65,37.33
Lahul & Spiti,10/01/65,29.52
Lahul & Spiti,11/01/65,28.634
Lahul & Spiti,12/01/65,35.489
Lahul & Spiti,01/01/66,37.222
Lahul & Spiti,02/01/66,49.354
Lahul & Spiti,03/01/66,50.171
Lahul & Spiti,04/01/66,46.212
Lahul & Spiti,05/01/66,40.981
Lahul & Spiti,06/01/66,47.71
Lahul & Spiti,07/01/66,54.686
Lahul & Spiti,08/01/66,58.139
Lahul & Spiti,09/01/66,41.84
Lahul & Spiti,10/01/66,26.534
Lahul & Spiti,11/01/66,21.561
Lahul & Spiti,12/01/66,34.628
Lahul & Spiti,01/01/67,43.723
Lahul & Spiti,02/01/67,46.857
Lahul & Spiti,03/01/67,51.455
Lahul & Spiti,04/01/67,44.67
Lahul & Spiti,05/01/67,43.233
Lahul & Spiti,06/01/67,41.754
Lahul & Spiti,07/01/67,57.953
Lahul & Spiti,08/01/67,58.689
Lahul & Spiti,09/01/67,40.364
Lahul & Spiti,10/01/67,25.881
Lahul & Spiti,11/01/67,29.825
Lahul & Spiti,12/01/67,46.584
Lahul & Spiti,01/01/68,53.538
Lahul & Spiti,02/01/68,50.226
Lahul & Spiti,03/01/68,48.628
Lahul & Spiti,04/01/68,42.463
Lahul & Spiti,05/01/68,45.631
Lahul & Spiti,06/01/68,44.915
Lahul & Spiti,07/01/68,57.661
Lahul & Spiti,08/01/68,55.811
Lahul & Spiti,09/01/68,31.38
Lahul & Spiti,10/01/68,28.75
Lahul & Spiti,11/01/68,20.509
Lahul & Spiti,12/01/68,40.768
Lahul & Spiti,01/01/69,47.945
Lahul & Spiti,02/01/69,50.825
Lahul & Spiti,03/01/69,40.731
Lahul & Spiti,04/01/69,48.208
Lahul & Spiti,05/01/69,47.707
Lahul & Spiti,06/01/69,44.33
Lahul & Spiti,07/01/69,55.28
Lahul & Spiti,08/01/69,57.232
Lahul & Spiti,09/01/69,43.056
Lahul & Spiti,10/01/69,29.808
Lahul & Spiti,11/01/69,24.276
Lahul & Spiti,12/01/69,33.699
Lahul & Spiti,01/01/70,49.142
Lahul & Spiti,02/01/70,46.323
Lahul & Spiti,03/01/70,51.899
Lahul & Spiti,04/01/70,39.451
Lahul & Spiti,05/01/70,42.462
Lahul & Spiti,06/01/70,48.821
Lahul & Spiti,07/01/70,52.23
Lahul & Spiti,08/01/70,56.048
Lahul & Spiti,09/01/70,44.097
Lahul & Spiti,10/01/70,25.277
Lahul & Spiti,11/01/70,18.93
Lahul & Spiti,12/01/70,35.239
Lahul & Spiti,01/01/71,45.257
Lahul & Spiti,02/01/71,45.531
Lahul & Spiti,03/01/71,47.123
Lahul & Spiti,04/01/71,42.951
Lahul & Spiti,05/01/71,49.974
Lahul & Spiti,06/01/71,55.995
Lahul & Spiti,07/01/71,60.582
Lahul & Spiti,08/01/71,59.245
Lahul & Spiti,09/01/71,36.041
Lahul & Spiti,10/01/71,24.649
Lahul & Spiti,11/01/71,25.255
Lahul & Spiti,12/01/71,34.992
Lahul & Spiti,01/01/72,47.283
Lahul & Spiti,02/01/72,50.883
Lahul & Spiti,03/01/72,49.058
Lahul & Spiti,04/01/72,42.802
Lahul & Spiti,05/01/72,40.611
Lahul & Spiti,06/01/72,43.31
Lahul & Spiti,07/01/72,55.724
Lahul & Spiti,08/01/72,56.312
Lahul & Spiti,09/01/72,39.179
Lahul & Spiti,10/01/72,27.106
Lahul & Spiti,11/01/72,28.806
Lahul & Spiti,12/01/72,44.273
Lahul & Spiti,01/01/73,52.246
Lahul & Spiti,02/01/73,46.907
Lahul & Spiti,03/01/73,50.862
Lahul & Spiti,04/01/73,38.677
Lahul & Spiti,05/01/73,43.953
Lahul & Spiti,06/01/73,49.246
Lahul & Spiti,07/01/73,59.17
Lahul & Spiti,08/01/73,58.44
Lahul & Spiti,09/01/73,43.401
Lahul & Spiti,10/01/73,28.93
Lahul & Spiti,11/01/73,24.034
Lahul & Spiti,12/01/73,44.594
Lahul & Spiti,01/01/74,49.939
Lahul & Spiti,02/01/74,50.497
Lahul & Spiti,03/01/74,50.674
Lahul & Spiti,04/01/74,39.78
Lahul & Spiti,05/01/74,43.781
Lahul & Spiti,06/01/74,45.94
Lahul & Spiti,07/01/74,56.628
Lahul & Spiti,08/01/74,54.985
Lahul & Spiti,09/01/74,35.936
Lahul & Spiti,10/01/74,21.206
Lahul & Spiti,11/01/74,21.764
Lahul & Spiti,12/01/74,44.656
Lahul & Spiti,01/01/75,50.593
Lahul & Spiti,02/01/75,50.138
Lahul & Spiti,03/01/75,49.808
Lahul & Spiti,04/01/75,43.117
Lahul & Spiti,05/01/75,42.39
Lahul & Spiti,06/01/75,48.419
Lahul & Spiti,07/01/75,56.786
Lahul & Spiti,08/01/75,57.671
Lahul & Spiti,09/01/75,49.121
Lahul & Spiti,10/01/75,25.895
Lahul & Spiti,11/01/75,23.468
Lahul & Spiti,12/01/75,36.86
Lahul & Spiti,01/01/76,49.968
Lahul & Spiti,02/01/76,53.446
Lahul & Spiti,03/01/76,56.987
Lahul & Spiti,04/01/76,44.394
Lahul & Spiti,05/01/76,43.642
Lahul & Spiti,06/01/76,49.173
Lahul & Spiti,07/01/76,58.086
Lahul & Spiti,08/01/76,59.419
Lahul & Spiti,09/01/76,42.274
Lahul & Spiti,10/01/76,25.317
Lahul & Spiti,11/01/76,24.452
Lahul & Spiti,12/01/76,37.714
Lahul & Spiti,01/01/77,50.777
Lahul & Spiti,02/01/77,42.538
Lahul & Spiti,03/01/77,39.644
Lahul & Spiti,04/01/77,46.643
Lahul & Spiti,05/01/77,47.666
Lahul & Spiti,06/01/77,49.531
Lahul & Spiti,07/01/77,63.346
Lahul & Spiti,08/01/77,56.81
Lahul & Spiti,09/01/77,46.405
Lahul & Spiti,10/01/77,32.483
Lahul & Spiti,11/01/77,27.319
Lahul & Spiti,12/01/77,43.649
Lahul & Spiti,01/01/78,50.091
Lahul & Spiti,02/01/78,51.305
Lahul & Spiti,03/01/78,56.812
Lahul & Spiti,04/01/78,42.531
Lahul & Spiti,05/01/78,37.963
Lahul & Spiti,06/01/78,46.461
Lahul & Spiti,07/01/78,61.508
Lahul & Spiti,08/01/78,59.39
Lahul & Spiti,09/01/78,45.333
Lahul & Spiti,10/01/78,26.849
Lahul & Spiti,11/01/78,31.992
Lahul & Spiti,12/01/78,37.833
Lahul & Spiti,01/01/79,48.904
Lahul & Spiti,02/01/79,49.525
Lahul & Spiti,03/01/79,55.557
Lahul & Spiti,04/01/79,45.713
Lahul & Spiti,05/01/79,46.49
Lahul & Spiti,06/01/79,44.849
Lahul & Spiti,07/01/79,54.322
Lahul & Spiti,08/01/79,55.07
Lahul & Spiti,09/01/79,37.511
Lahul & Spiti,10/01/79,26.695
Lahul & Spiti,11/01/79,30.337
Lahul & Spiti,12/01/79,41.535
Lahul & Spiti,01/01/80,50.782
Lahul & Spiti,02/01/80,49.926
Lahul & Spiti,03/01/80,53.692
Lahul & Spiti,04/01/80,41.032
Lahul & Spiti,05/01/80,45.553
Lahul & Spiti,06/01/80,47.385
Lahul & Spiti,07/01/80,60.214
Lahul & Spiti,08/01/80,55.392
Lahul & Spiti,09/01/80,41.829
Lahul & Spiti,10/01/80,29.991
Lahul & Spiti,11/01/80,25.503
Lahul & Spiti,12/01/80,41.503
Lahul & Spiti,01/01/81,51.75
Lahul & Spiti,02/01/81,48.765
Lahul & Spiti,03/01/81,50.32
Lahul & Spiti,04/01/81,37.794
Lahul & Spiti,05/01/81,46.056
Lahul & Spiti,06/01/81,47.246
Lahul & Spiti,07/01/81,60.584
Lahul & Spiti,08/01/81,57.784
Lahul & Spiti,09/01/81,39.652
Lahul & Spiti,10/01/81,25.874
Lahul & Spiti,11/01/81,30.913
Lahul & Spiti,12/01/81,39.343
Lahul & Spiti,01/01/82,50.63
Lahul & Spiti,02/01/82,50.668
Lahul & Spiti,03/01/82,52.468
Lahul & Spiti,04/01/82,45.507
Lahul & Spiti,05/01/82,47.45
Lahul & Spiti,06/01/82,48.906
Lahul & Spiti,07/01/82,56.405
Lahul & Spiti,08/01/82,59.744
Lahul & Spiti,09/01/82,40.163
Lahul & Spiti,10/01/82,29.189
Lahul & Spiti,11/01/82,30.489
Lahul & Spiti,12/01/82,43.912
Lahul & Spiti,01/01/83,50.604
Lahul & Spiti,02/01/83,46.712
Lahul & Spiti,03/01/83,54.137
Lahul & Spiti,04/01/83,49.231
Lahul & Spiti,05/01/83,45.814
Lahul & Spiti,06/01/83,52.8
Lahul & Spiti,07/01/83,56.786
Lahul & Spiti,08/01/83,54.442
Lahul & Spiti,09/01/83,45.251
Lahul & Spiti,10/01/83,30.286
Lahul & Spiti,11/01/83,24.965
Lahul & Spiti,12/01/83,42.167
Lahul & Spiti,01/01/84,47.705
Lahul & Spiti,02/01/84,50.677
Lahul & Spiti,03/01/84,46.798
Lahul & Spiti,04/01/84,46.876
Lahul & Spiti,05/01/84,44.761
Lahul & Spiti,06/01/84,46.432
Lahul & Spiti,07/01/84,57.588
Lahul & Spiti,08/01/84,50.808
Lahul & Spiti,09/01/84,43.263
Lahul & Spiti,10/01/84,26.37
Lahul & Spiti,11/01/84,26.408
Lahul & Spiti,12/01/84,47.466
Lahul & Spiti,01/01/85,50.567
Lahul & Spiti,02/01/85,39.522
Lahul & Spiti,03/01/85,52.01
Lahul & Spiti,04/01/85,41.753
Lahul & Spiti,05/01/85,46.02
Lahul & Spiti,06/01/85,50.698
Lahul & Spiti,07/01/85,54.066
Lahul & Spiti,08/01/85,59.993
Lahul & Spiti,09/01/85,41.804
Lahul & Spiti,10/01/85,27.614
Lahul & Spiti,11/01/85,26.817
Lahul & Spiti,12/01/85,42.167
Lahul & Spiti,01/01/86,47.225
Lahul & Spiti,02/01/86,43.849
Lahul & Spiti,03/01/86,50.241
Lahul & Spiti,04/01/86,45.134
Lahul & Spiti,05/01/86,43.769
Lahul & Spiti,06/01/86,47.097
Lahul & Spiti,07/01/86,59.383
Lahul & Spiti,08/01/86,57.582
Lahul & Spiti,09/01/86,37.233
Lahul & Spiti,10/01/86,24.876
Lahul & Spiti,11/01/86,31.112
Lahul & Spiti,12/01/86,41.379
Lahul & Spiti,01/01/87,43.813
Lahul & Spiti,02/01/87,46.066
Lahul & Spiti,03/01/87,51.154
Lahul & Spiti,04/01/87,44.805
Lahul & Spiti,05/01/87,46.647
Lahul & Spiti,06/01/87,45.677
Lahul & Spiti,07/01/87,60.58
Lahul & Spiti,08/01/87,54.649
Lahul & Spiti,09/01/87,38.813
Lahul & Spiti,10/01/87,31.193
Lahul & Spiti,11/01/87,20.631
Lahul & Spiti,12/01/87,40.811
Lahul & Spiti,01/01/88,49.177
Lahul & Spiti,02/01/88,47.678
Lahul & Spiti,03/01/88,52.476
Lahul & Spiti,04/01/88,41.825
Lahul & Spiti,05/01/88,42.466
Lahul & Spiti,06/01/88,48.794
Lahul & Spiti,07/01/88,60.097
Lahul & Spiti,08/01/88,58.679
Lahul & Spiti,09/01/88,44.817
Lahul & Spiti,10/01/88,28.657
Lahul & Spiti,11/01/88,25.308
