Area,Month,CC
Chamba,01/01/01,41.521
Chamba,02/01/01,41.333
Chamba,03/01/01,44.436
Chamba,04/01/01,38.104
Chamba,05/01/01,34.489
Chamba,06/01/01,36.725
Chamba,07/01/01,52.951
Chamba,08/01/01,52.239
Chamba,09/01/01,31.748
Chamba,10/01/01,19.053
Chamba,11/01/01,19.818
Chamba,12/01/01,35.785
Chamba,01/01/02,42.53
Chamba,02/01/02,42.449
Chamba,03/01/02,44.903
Chamba,04/01/02,38.4
Chamba,05/01/02,33.975
Chamba,06/01/02,34.966
Chamba,07/01/02,52.514
Chamba,08/01/02,51.954
Chamba,09/01/02,31.623
Chamba,10/01/02,17.888
Chamba,11/01/02,19.818
Chamba,12/01/02,35.797
Chamba,01/01/03,41.797
Chamba,02/01/03,42.449
Chamba,03/01/03,46.095
Chamba,04/01/03,38.482
Chamba,05/01/03,35.24
Chamba,06/01/03,36.072
Chamba,07/01/03,53.499
Chamba,08/01/03,52.749
Chamba,09/01/03,32.607
Chamba,10/01/03,16.913
Chamba,11/01/03,19.282
Chamba,12/01/03,35.791
Chamba,01/01/04,41.395
Chamba,02/01/04,41.71
Chamba,03/01/04,45.57
Chamba,04/01/04,38.842
Chamba,05/01/04,34.641
Chamba,06/01/04,36.351
Chamba,07/01/04,52.796
Chamba,08/01/04,52.213
Chamba,09/01/04,31.755
Chamba,10/01/04,17.413
Chamba,11/01/04,19.466
Chamba,12/01/04,36.059
Chamba,01/01/05,42.57
Chamba,02/01/05,41.809
Chamba,03/01/05,45.337
Chamba,04/01/05,38.067
Chamba,05/01/05,35.114
Chamba,06/01/05,36.725
Chamba,07/01/05,54.331
Chamba,08/01/05,53.314
Chamba,09/01/05,31.701
Chamba,10/01/05,17.024
Chamba,11/01/05,19.577
Chamba,12/01/05,36.011
Chamba,01/01/06,42.096
Chamba,02/01/06,42.449
Chamba,03/01/06,44.435
Chamba,04/01/06,38.425
Chamba,05/01/06,34.728
Chamba,06/01/06,36.324
Chamba,07/01/06,54.08
Chamba,08/01/06,52.134
Chamba,09/01/06,32.607
Chamba,10/01/06,16.507
Chamba,11/01/06,19.54
Chamba,12/01/06,36.475
Chamba,01/01/07,42.273
Chamba,02/01/07,42.115
Chamba,03/01/07,44.544
Chamba,04/01/07,38.425
Chamba,05/01/07,34.489
Chamba,06/01/07,37.026
Chamba,07/01/07,53.783
Chamba,08/01/07,52.323
Chamba,09/01/07,32.607
Chamba,10/01/07,22.005
Chamba,11/01/07,22.491
Chamba,12/01/07,36.822
Chamba,01/01/08,42.521
Chamba,02/01/08,42.449
Chamba,03/01/08,45.475
Chamba,04/01/08,39.126
Chamba,05/01/08,34.935
Chamba,06/01/08,35.616
Chamba,07/01/08,52.814
Chamba,08/01/08,52.109
Chamba,09/01/08,31.6
Chamba,10/01/08,17.888
Chamba,11/01/08,19.099
Chamba,12/01/08,35.85
Chamba,01/01/09,41.489
Chamba,02/01/09,41.934
Chamba,03/01/09,45.337
Chamba,04/01/09,37.334
Chamba,05/01/09,33.441
Chamba,06/01/09,35.64
Chamba,07/01/09,53.396
Chamba,08/01/09,52.007
Chamba,09/01/09,31.331
Chamba,10/01/09,16.832
Chamba,11/01/09,18.97
Chamba,12/01/09,35.152
Chamba,01/01/10,42.521
Chamba,02/01/10,42.449
Chamba,03/01/10,45.129
Chamba,04/01/10,37.307
Chamba,05/01/10,33.683
Chamba,06/01/10,36.049
Chamba,07/01/10,52.852
Chamba,08/01/10,52.298
Chamba,09/01/10,32.607
Chamba,10/01/10,17.888
Chamba,11/01/10,19.818
Chamba,12/01/10,35.791
Chamba,01/01/11,42.521
Chamba,02/01/11,42.008
Chamba,03/01/11,45.502
Chamba,04/01/11,38.043
Chamba,05/01/11,34.29
Chamba,06/01/11,35.648
Chamba,07/01/11,53.04
Chamba,08/01/11,51.889
Chamba,09/01/11,32.131
Chamba,10/01/11,17.324
Chamba,11/01/11,18.902
Chamba,12/01/11,35.785
Chamba,01/01/12,42.522
Chamba,02/01/12,41.71
Chamba,03/01/12,44.395
Chamba,04/01/12,37.069
Chamba,05/01/12,33.833
Chamba,06/01/12,35.596
Chamba,07/01/12,51.991
Chamba,08/01/12,52.197
Chamba,09/01/12,31.592
Chamba,10/01/12,16.468
Chamba,11/01/12,18.677
Chamba,12/01/12,35.791
Chamba,01/01/13,43.347
Chamba,02/01/13,41.777
Chamba,03/01/13,43.871
Chamba,04/01/13,37.334
Chamba,05/01/13,33.197
Chamba,06/01/13,34.983
Chamba,07/01/13,51.733
Chamba,08/01/13,52.215
Chamba,09/01/13,31.264
Chamba,10/01/13,18.396
Chamba,11/01/13,20.041
Chamba,12/01/13,35.791
Chamba,01/01/14,41.205
Chamba,02/01/14,42.472
Chamba,03/01/14,44.393
Chamba,04/01/14,37.556
Chamba,05/01/14,33.34
Chamba,06/01/14,32.873
Chamba,07/01/14,51.957
Chamba,08/01/14,52.254
Chamba,09/01/14,30.331
Chamba,10/01/14,16.375
Chamba,11/01/14,20.622
Chamba,12/01/14,36.392
Chamba,01/01/15,41.765
Chamba,02/01/15,43.539
Chamba,03/01/15,43.59
Chamba,04/01/15,39.083
Chamba,05/01/15,31.97
Chamba,06/01/15,32.82
Chamba,07/01/15,52.675
Chamba,08/01/15,50.822
Chamba,09/01/15,31.107
Chamba,10/01/15,16.326
Chamba,11/01/15,18.56
Chamba,12/01/15,35.771
Chamba,01/01/16,43.471
Chamba,02/01/16,41.611
Chamba,03/01/16,45.28
Chamba,04/01/16,37.485
Chamba,05/01/16,33.187
Chamba,06/01/16,35.975
Chamba,07/01/16,52.721
Chamba,08/01/16,52.129
Chamba,09/01/16,31.607
Chamba,10/01/16,16.791
Chamba,11/01/16,18.004
Chamba,12/01/16,35.247
Chamba,01/01/17,41.2
Chamba,02/01/17,40.363
Chamba,03/01/17,44.207
Chamba,04/01/17,35.339
Chamba,05/01/17,32.263
Chamba,06/01/17,34.094
Chamba,07/01/17,51.555
Chamba,08/01/17,51.555
Chamba,09/01/17,30.625
Chamba,10/01/17,16.407
Chamba,11/01/17,18.694
Chamba,12/01/17,35.152
Chamba,01/01/18,41.895
Chamba,02/01/18,42.401
Chamba,03/01/18,44.887
Chamba,04/01/18,37.476
Chamba,05/01/18,31.148
Chamba,06/01/18,32.677
Chamba,07/01/18,51.713
Chamba,08/01/18,50.789
Chamba,09/01/18,29.232
Chamba,10/01/18,15.919
Chamba,11/01/18,19.818
Chamba,12/01/18,37.114
Chamba,01/01/19,41.691
Chamba,02/01/19,41.113
Chamba,03/01/19,44.613
Chamba,04/01/19,36.776
Chamba,05/01/19,33.276
Chamba,06/01/19,37.269
Chamba,07/01/19,52.952
Chamba,08/01/19,51.591
Chamba,09/01/19,30.719
Chamba,10/01/19,13.145
Chamba,11/01/19,14.064
Chamba,12/01/19,36.697
Chamba,01/01/20,43.529
Chamba,02/01/20,42.449
Chamba,03/01/20,44.297
Chamba,04/01/20,39.185
Chamba,05/01/20,34.127
Chamba,06/01/20,35.589
Chamba,07/01/20,54.646
Chamba,08/01/20,50.324
Chamba,09/01/20,31.618
Chamba,10/01/20,14.599
Chamba,11/01/20,20.897
Chamba,12/01/20,36.791
Chamba,01/01/21,42.521
Chamba,02/01/21,42.359
Chamba,03/01/21,45.894
Chamba,04/01/21,38.419
Chamba,05/01/21,34.521
Chamba,06/01/21,34.778
Chamba,07/01/21,51.333
Chamba,08/01/21,50.569
Chamba,09/01/21,31.501
Chamba,10/01/21,14.488
Chamba,11/01/21,17.626
Chamba,12/01/21,36.558
Chamba,01/01/22,43.222
Chamba,02/01/22,42.41
Chamba,03/01/22,45.014
Chamba,04/01/22,37.37
Chamba,05/01/22,34.169
Chamba,06/01/22,35.365
Chamba,07/01/22,53.314
Chamba,08/01/22,52.098
Chamba,09/01/22,31.425
Chamba,10/01/22,16.715
Chamba,11/01/22,18.86
Chamba,12/01/22,35.791
Chamba,01/01/23,42.39
Chamba,02/01/23,42.41
Chamba,03/01/23,45.114
Chamba,04/01/23,38.434
Chamba,05/01/23,33.556
Chamba,06/01/23,38.139
Chamba,07/01/23,53.538
Chamba,08/01/23,53.893
Chamba,09/01/23,32.75
Chamba,10/01/23,16.388
Chamba,11/01/23,14.385
Chamba,12/01/23,33.188
Chamba,01/01/24,39.507
Chamba,02/01/24,39.933
Chamba,03/01/24,45.107
Chamba,04/01/24,37.047
Chamba,05/01/24,34.164
Chamba,06/01/24,36.308
Chamba,07/01/24,53.215
Chamba,08/01/24,52.372
Chamba,09/01/24,31.701
Chamba,10/01/24,15.76
Chamba,11/01/24,17.983
Chamba,12/01/24,36.581
Chamba,01/01/25,42.521
Chamba,02/01/25,38.263
Chamba,03/01/25,41.251
Chamba,04/01/25,36.706
Chamba,05/01/25,31.435
Chamba,06/01/25,33.493
Chamba,07/01/25,52.487
Chamba,08/01/25,49.727
Chamba,09/01/25,28.872
Chamba,10/01/25,16.49
Chamba,11/01/25,16.724
Chamba,12/01/25,30.652
Chamba,01/01/26,41.171
Chamba,02/01/26,42.397
Chamba,03/01/26,44.411
Chamba,04/01/26,40.091
Chamba,05/01/26,33.166
Chamba,06/01/26,36.142
Chamba,07/01/26,53.401
Chamba,08/01/26,52.253
Chamba,09/01/26,31.742
Chamba,10/01/26,16.689
Chamba,11/01/26,19.791
Chamba,12/01/26,36.522
Chamba,01/01/27,43.537
Chamba,02/01/27,42.69
Chamba,03/01/27,44.112
Chamba,04/01/27,37.425
Chamba,05/01/27,33.477
Chamba,06/01/27,35.58
Chamba,07/01/27,52.792
Chamba,08/01/27,52.046
Chamba,09/01/27,32.483
Chamba,10/01/27,17.107
Chamba,11/01/27,19.399
Chamba,12/01/27,36.187
Chamba,01/01/28,42.747
Chamba,02/01/28,42.238
Chamba,03/01/28,45.876
Chamba,04/01/28,38.425
Chamba,05/01/28,34.489
Chamba,06/01/28,36.139
Chamba,07/01/28,54.056
Chamba,08/01/28,52.711
Chamba,09/01/28,33.269
Chamba,10/01/28,17.356
Chamba,11/01/28,19.818
Chamba,12/01/28,37.052
Chamba,01/01/29,40.854
Chamba,02/01/29,41.483
Chamba,03/01/29,43.371
Chamba,04/01/29,34.302
Chamba,05/01/29,32.965
Chamba,06/01/29,36.054
Chamba,07/01/29,55.525
Chamba,08/01/29,50.914
Chamba,09/01/29,31.307
Chamba,10/01/29,15.571
Chamba,11/01/29,19.006
Chamba,12/01/29,38.101
Chamba,01/01/30,40.722
Chamba,02/01/30,42.671
Chamba,03/01/30,42.133
Chamba,04/01/30,38.162
Chamba,05/01/30,32.864
Chamba,06/01/30,36.431
Chamba,07/01/30,54.517
Chamba,08/01/30,52.267
Chamba,09/01/30,34.318
Chamba,10/01/30,18.703
Chamba,11/01/30,16.231
Chamba,12/01/30,34.943
Chamba,01/01/31,35.931
Chamba,02/01/31,42.263
Chamba,03/01/31,31.765
Chamba,04/01/31,26.712
Chamba,05/01/31,26.801
Chamba,06/01/31,18.711
Chamba,07/01/31,47.785
Chamba,08/01/31,50.895
Chamba,09/01/31,29.43
Chamba,10/01/31,20.221
Chamba,11/01/31,7.328
Chamba,12/01/31,26.35
Chamba,01/01/32,37.032
Chamba,02/01/32,31.27
Chamba,03/01/32,36.547
Chamba,04/01/32,23.117
Chamba,05/01/32,26.867
Chamba,06/01/32,25.887
Chamba,07/01/32,49.643
Chamba,08/01/32,48.141
Chamba,09/01/32,18.805
Chamba,10/01/32,3.697
Chamba,11/01/32,1.554
Chamba,12/01/32,31.505
Chamba,01/01/33,36.697
Chamba,02/01/33,34.921
Chamba,03/01/33,34.488
Chamba,04/01/33,33.825
Chamba,05/01/33,32.881
Chamba,06/01/33,30.336
Chamba,07/01/33,50.307
Chamba,08/01/33,56.255
Chamba,09/01/33,34.813
Chamba,10/01/33,10.187
Chamba,11/01/33,8.762
Chamba,12/01/33,30.54
Chamba,01/01/34,38.521
Chamba,02/01/34,32.991
Chamba,03/01/34,39.136
Chamba,04/01/34,25.261
Chamba,05/01/34,26.171
Chamba,06/01/34,28.033
Chamba,07/01/34,49.066
Chamba,08/01/34,49.49
Chamba,09/01/34,19.407
Chamba,10/01/34,0.703
Chamba,11/01/34,15.205
Chamba,12/01/34,34.826
Chamba,01/01/35,42.707
Chamba,02/01/35,46.407
Chamba,03/01/35,35.674
Chamba,04/01/35,34.767
Chamba,05/01/35,22.915
Chamba,06/01/35,13.898
Chamba,07/01/35,46.141
Chamba,08/01/35,48.167
Chamba,09/01/35,24.511
Chamba,10/01/35,6.407
Chamba,11/01/35,15.88
Chamba,12/01/35,32.974
Chamba,01/01/36,32.541
Chamba,02/01/36,40.121
Chamba,03/01/36,39.993
Chamba,04/01/36,27.173
Chamba,05/01/36,26.566
Chamba,06/01/36,37.846
Chamba,07/01/36,51.571
Chamba,08/01/36,47.768
Chamba,09/01/36,27.683
Chamba,10/01/36,8.193
Chamba,11/01/36,8.001
Chamba,12/01/36,40.485
Chamba,01/01/37,35.203
Chamba,02/01/37,43.521
Chamba,03/01/37,40.019
Chamba,04/01/37,33.637
Chamba,05/01/37,28.406
Chamba,06/01/37,24.22
Chamba,07/01/37,50.682
Chamba,08/01/37,43.973
Chamba,09/01/37,20.796
Chamba,10/01/37,9.991
Chamba,11/01/37,9.087
Chamba,12/01/37,30.246
Chamba,01/01/38,42.641
Chamba,02/01/38,42.032
Chamba,03/01/38,36.18
Chamba,04/01/38,25.161
Chamba,05/01/38,26.953
Chamba,06/01/38,40.187
Chamba,07/01/38,43.936
Chamba,08/01/38,44.779
Chamba,09/01/38,18.654
Chamba,10/01/38,4.503
Chamba,11/01/38,13.879
Chamba,12/01/38,26.616
Chamba,01/01/39,34.875
Chamba,02/01/39,40.592
Chamba,03/01/39,44.791
Chamba,04/01/39,26.882
Chamba,05/01/39,18.82
Chamba,06/01/39,35.13
Chamba,07/01/39,46.165
Chamba,08/01/39,44.743
Chamba,09/01/39,21.758
Chamba,10/01/39,10.687
Chamba,11/01/39,1.372
Chamba,12/01/39,24.599
Chamba,01/01/40,41.087
Chamba,02/01/40,43.544
Chamba,03/01/40,39.631
Chamba,04/01/40,29.541
Chamba,05/01/40,27.548
Chamba,06/01/40,30.255
Chamba,07/01/40,48.131
Chamba,08/01/40,50.43
Chamba,09/01/40,22.742
Chamba,10/01/40,4.985
Chamba,11/01/40,7.489
Chamba,12/01/40,28.516
Chamba,01/01/41,40.502
Chamba,02/01/41,33.061
Chamba,03/01/41,33.867
Chamba,04/01/41,26.766
Chamba,05/01/41,28.693
Chamba,06/01/41,37.129
Chamba,07/01/41,46.957
Chamba,08/01/41,47.014
Chamba,09/01/41,25.301
Chamba,10/01/41,12.16
Chamba,11/01/41,4.604
Chamba,12/01/41,30.269
Chamba,01/01/42,40.291
Chamba,02/01/42,43.527
Chamba,03/01/42,35.855
Chamba,04/01/42,26.821
Chamba,05/01/42,30.67
Chamba,06/01/42,25.274
Chamba,07/01/42,53.065
Chamba,08/01/42,50.178
Chamba,09/01/42,30.386
Chamba,10/01/42,6.776
Chamba,11/01/42,12.741
Chamba,12/01/42,33.899
Chamba,01/01/43,46.279
Chamba,02/01/43,32.648
Chamba,03/01/43,33.896
Chamba,04/01/43,27.962
Chamba,05/01/43,28.217
Chamba,06/01/43,27.455
Chamba,07/01/43,50.986
Chamba,08/01/43,48.493
Chamba,09/01/43,25.343
Chamba,10/01/43,1.361
Chamba,11/01/43,2.319
Chamba,12/01/43,28.84
Chamba,01/01/44,40.569
Chamba,02/01/44,40.394
Chamba,03/01/44,37.518
Chamba,04/01/44,32.648
Chamba,05/01/44,21.466
Chamba,06/01/44,22.233
Chamba,07/01/44,51.866
Chamba,08/01/44,50.713
Chamba,09/01/44,24.7
Chamba,10/01/44,4.645
Chamba,11/01/44,7.372
Chamba,12/01/44,30.064
Chamba,01/01/45,44.58
Chamba,02/01/45,30.488
Chamba,03/01/45,38.28
Chamba,04/01/45,34.499
Chamba,05/01/45,25.313
Chamba,06/01/45,23.076
Chamba,07/01/45,52.359
Chamba,08/01/45,48.6
Chamba,09/01/45,32.932
Chamba,10/01/45,14.766
Chamba,11/01/45,2.954
Chamba,12/01/45,27.225
Chamba,01/01/46,35.753
Chamba,02/01/46,31.714
Chamba,03/01/46,35.913
Chamba,04/01/46,26.753
Chamba,05/01/46,30.342
Chamba,06/01/46,36.273
Chamba,07/01/46,48.294
Chamba,08/01/46,50.879
Chamba,09/01/46,17.75
Chamba,10/01/46,17.624
Chamba,11/01/46,5.201
Chamba,12/01/46,31.402
Chamba,01/01/47,36.822
Chamba,02/01/47,33.401
Chamba,03/01/47,31.36
Chamba,04/01/47,21.241
Chamba,05/01/47,22.826
Chamba,06/01/47,27.039
Chamba,07/01/47,40.517
Chamba,08/01/47,52.216
Chamba,09/01/47,29.684
Chamba,10/01/47,11.819
Chamba,11/01/47,14.737
Chamba,12/01/47,34.73
Chamba,01/01/48,41.831
Chamba,02/01/48,42.613
Chamba,03/01/48,47.48
Chamba,04/01/48,31.703
Chamba,05/01/48,24.436
Chamba,06/01/48,30.323
Chamba,07/01/48,48.259
Chamba,08/01/48,54.029
Chamba,09/01/48,27.599
Chamba,10/01/48,16.599
Chamba,11/01/48,7.517
Chamba,12/01/48,40.617
Chamba,01/01/49,41.846
Chamba,02/01/49,42.47
Chamba,03/01/49,41.833
Chamba,04/01/49,25.336
Chamba,05/01/49,30.564
Chamba,06/01/49,30.928
Chamba,07/01/49,52.281
Chamba,08/01/49,47.305
Chamba,09/01/49,25.576
Chamba,10/01/49,8.599
Chamba,11/01/49,3.831
Chamba,12/01/49,28.768
Chamba,01/01/50,46.631
Chamba,02/01/50,40.051
Chamba,03/01/50,44.746
Chamba,04/01/50,30.437
Chamba,05/01/50,29.222
Chamba,06/01/50,38.678
Chamba,07/01/50,56.003
Chamba,08/01/50,50.798
Chamba,09/01/50,32.849
Chamba,10/01/50,15.719
Chamba,11/01/50,10.851
Chamba,12/01/50,26.029
Chamba,01/01/51,39.741
Chamba,02/01/51,36.382
Chamba,03/01/51,42.158
Chamba,04/01/51,36.439
Chamba,05/01/51,31.719
Chamba,06/01/51,32.703
Chamba,07/01/51,43.88
Chamba,08/01/51,50.469
Chamba,09/01/51,18.538
Chamba,10/01/51,11.933
Chamba,11/01/51,15.227
Chamba,12/01/51,34.517
Chamba,01/01/52,37.995
Chamba,02/01/52,40.725
Chamba,03/01/52,46.66
Chamba,04/01/52,26.412
Chamba,05/01/52,28.064
Chamba,06/01/52,30.786
Chamba,07/01/52,53.069
Chamba,08/01/52,52.833
Chamba,09/01/52,21.359
Chamba,10/01/52,4.321
Chamba,11/01/52,5.245
Chamba,12/01/52,30.422
Chamba,01/01/53,43.156
Chamba,02/01/53,36.706
Chamba,03/01/53,38.187
Chamba,04/01/53,30.68
Chamba,05/01/53,33.124
Chamba,06/01/53,36.723
Chamba,07/01/53,54.912
Chamba,08/01/53,55.445
Chamba,09/01/53,34.082
Chamba,10/01/53,10.725
Chamba,11/01/53,13.824
Chamba,12/01/53,36.79
Chamba,01/01/54,48.652
Chamba,02/01/54,53.669
Chamba,03/01/54,45.744
Chamba,04/01/54,30.272
Chamba,05/01/54,26.192
Chamba,06/01/54,36.141
Chamba,07/01/54,53.268
Chamba,08/01/54,49.887
Chamba,09/01/54,38.662
Chamba,10/01/54,18.912
Chamba,11/01/54,18.462
Chamba,12/01/54,34.427
Chamba,01/01/55,44.506
Chamba,02/01/55,36.134
Chamba,03/01/55,48.08
Chamba,04/01/55,32.12
Chamba,05/01/55,37.24
Chamba,06/01/55,34.19
Chamba,07/01/55,52.826
Chamba,08/01/55,56.698
Chamba,09/01/55,37.64
Chamba,10/01/55,27.827
Chamba,11/01/55,14.408
Chamba,12/01/55,38.544
Chamba,01/01/56,46.106
Chamba,02/01/56,36.369
Chamba,03/01/56,49.093
Chamba,04/01/56,36.41
Chamba,05/01/56,30.826
Chamba,06/01/56,41.759
Chamba,07/01/56,58.591
Chamba,08/01/56,57.069
Chamba,09/01/56,32.301
Chamba,10/01/56,29.506
Chamba,11/01/56,15.209
Chamba,12/01/56,38.682
Chamba,01/01/57,51.339
Chamba,02/01/57,41.839
Chamba,03/01/57,47.354
Chamba,04/01/57,42.171
Chamba,05/01/57,37.636
Chamba,06/01/57,35.475
Chamba,07/01/57,50.742
Chamba,08/01/57,54.638
Chamba,09/01/57,28.317
Chamba,10/01/57,16.72
Chamba,11/01/57,23.342
Chamba,12/01/57,42.295
Chamba,01/01/58,43.771
Chamba,02/01/58,36.456
Chamba,03/01/58,41.981
Chamba,04/01/58,34.82
Chamba,05/01/58,34.46
Chamba,06/01/58,30.895
Chamba,07/01/58,57.756
Chamba,08/01/58,52.845
Chamba,09/01/58,39.614
Chamba,10/01/58,23.263
Chamba,11/01/58,21.048
Chamba,12/01/58,40.261
Chamba,01/01/59,46.21
Chamba,02/01/59,46.282
Chamba,03/01/59,43.459
Chamba,04/01/59,35.661
Chamba,05/01/59,37.219
Chamba,06/01/59,34.225
Chamba,07/01/59,55.818
Chamba,08/01/59,54.664
Chamba,09/01/59,37.454
Chamba,10/01/59,24.272
Chamba,11/01/59,26.591
Chamba,12/01/59,34.694
Chamba,01/01/60,41.171
Chamba,02/01/60,35.429
Chamba,03/01/60,48.397
Chamba,04/01/60,38.072
Chamba,05/01/60,29.74
Chamba,06/01/60,30.45
Chamba,07/01/60,56.024
Chamba,08/01/60,53.275
Chamba,09/01/60,29.237
Chamba,10/01/60,12.027
Chamba,11/01/60,15.741
Chamba,12/01/60,31.486
Chamba,01/01/61,44.989
Chamba,02/01/61,47.686
Chamba,03/01/61,44.198
Chamba,04/01/61,39.526
Chamba,05/01/61,34.742
Chamba,06/01/61,37.761
Chamba,07/01/61,56.002
Chamba,08/01/61,54.251
Chamba,09/01/61,39.38
Chamba,10/01/61,22.81
Chamba,11/01/61,26.749
Chamba,12/01/61,34.971
Chamba,01/01/62,43.154
Chamba,02/01/62,44.556
Chamba,03/01/62,47.229
Chamba,04/01/62,39.948
Chamba,05/01/62,34.281
Chamba,06/01/62,33.668
Chamba,07/01/62,55.605
Chamba,08/01/62,52.821
Chamba,09/01/62,39.332
Chamba,10/01/62,19.012
Chamba,11/01/62,24.494
Chamba,12/01/62,37.969
Chamba,01/01/63,35.276
Chamba,02/01/63,38.49
Chamba,03/01/63,47.39
Chamba,04/01/63,42.968
Chamba,05/01/63,36.337
Chamba,06/01/63,35.423
Chamba,07/01/63,52.683
Chamba,08/01/63,55.59
Chamba,09/01/63,32.457
Chamba,10/01/63,18.311
Chamba,11/01/63,28.577
Chamba,12/01/63,32.906
Chamba,01/01/64,48.08
Chamba,02/01/64,44.216
Chamba,03/01/64,42.084
Chamba,04/01/64,39.751
Chamba,05/01/64,34.398
Chamba,06/01/64,37.752
Chamba,07/01/64,57.904
Chamba,08/01/64,55.014
Chamba,09/01/64,39.086
Chamba,10/01/64,13.551
Chamba,11/01/64,13.602
Chamba,12/01/64,38.088
Chamba,01/01/65,43.615
Chamba,02/01/65,47.738
Chamba,03/01/65,44.473
Chamba,04/01/65,45.252
Chamba,05/01/65,37.556
Chamba,06/01/65,33.98
Chamba,07/01/65,52.598
Chamba,08/01/65,50.523
Chamba,09/01/65,25.781
Chamba,10/01/65,19.07
Chamba,11/01/65,21.106
Chamba,12/01/65,30.251
Chamba,01/01/66,31.077
Chamba,02/01/66,43.918
Chamba,03/01/66,45.181
Chamba,04/01/66,40.504
Chamba,05/01/66,30.815
Chamba,06/01/66,37.278
Chamba,07/01/66,50.6
Chamba,08/01/66,54.092
Chamba,09/01/66,33.895
Chamba,10/01/66,18.518
Chamba,11/01/66,13.795
Chamba,12/01/66,29.518
Chamba,01/01/67,36.947
Chamba,02/01/67,40.334
Chamba,03/01/67,45.722
Chamba,04/01/67,39.173
Chamba,05/01/67,32.782
Chamba,06/01/67,29.939
Chamba,07/01/67,54.438
Chamba,08/01/67,54.379
Chamba,09/01/67,32.068
Chamba,10/01/67,17.871
Chamba,11/01/67,23.761
Chamba,12/01/67,42.581
Chamba,01/01/68,48.119
Chamba,02/01/68,44.308
Chamba,03/01/68,44.515
Chamba,04/01/68,35.486
Chamba,05/01/68,35.793
Chamba,06/01/68,34.593
Chamba,07/01/68,53.139
Chamba,08/01/68,51.996
Chamba,09/01/68,21.909
Chamba,10/01/68,19.355
Chamba,11/01/68,15.215
Chamba,12/01/68,36.172
Chamba,01/01/69,41.584
Chamba,02/01/69,44.482
Chamba,03/01/69,37.652
Chamba,04/01/69,42.232
Chamba,05/01/69,38.019
Chamba,06/01/69,32.897
Chamba,07/01/69,51.988
Chamba,08/01/69,54.255
Chamba,09/01/69,32.833
Chamba,10/01/69,21.399
Chamba,11/01/69,18.447
Chamba,12/01/69,29.266
Chamba,01/01/70,43.155
Chamba,02/01/70,40.266
Chamba,03/01/70,46.679
Chamba,04/01/70,33.928
Chamba,05/01/70,31.383
Chamba,06/01/70,38.568
Chamba,07/01/70,47.691
Chamba,08/01/70,52.39
Chamba,09/01/70,34.962
Chamba,10/01/70,16.992
Chamba,11/01/70,12.755
Chamba,12/01/70,30.226
Chamba,01/01/71,38.672
Chamba,02/01/71,38.63
Chamba,03/01/71,40.845
Chamba,04/01/71,36.927
Chamba,05/01/71,39.339
Chamba,06/01/71,47.333
Chamba,07/01/71,56.373
Chamba,08/01/71,54.704
Chamba,09/01/71,26.614
Chamba,10/01/71,14.169
Chamba,11/01/71,18.074
Chamba,12/01/71,31.018
Chamba,01/01/72,41.105
Chamba,02/01/72,44.394
Chamba,03/01/72,44.655
Chamba,04/01/72,37.994
Chamba,05/01/72,30.921
Chamba,06/01/72,32.457
Chamba,07/01/72,52.336
Chamba,08/01/72,52.462
Chamba,09/01/72,28.535
Chamba,10/01/72,16.305
Chamba,11/01/72,20.805
Chamba,12/01/72,40.111
Chamba,01/01/73,44.958
Chamba,02/01/73,40.755
Chamba,03/01/73,46.155
Chamba,04/01/73,33.235
Chamba,05/01/73,34.341
Chamba,06/01/73,39.493
Chamba,07/01/73,55.626
Chamba,08/01/73,55.468
Chamba,09/01/73,34.516
Chamba,10/01/73,18.193
Chamba,11/01/73,17.167
Chamba,12/01/73,40.975
Chamba,01/01/74,43.85
Chamba,02/01/74,43.514
Chamba,03/01/74,45.392
Chamba,04/01/74,34.312
Chamba,05/01/74,33.358
Chamba,06/01/74,34.731
Chamba,07/01/74,52.115
Chamba,08/01/74,50.969
Chamba,09/01/74,28.256
Chamba,10/01/74,9.843
Chamba,11/01/74,14.77
Chamba,12/01/74,40.292
Chamba,01/01/75,43.728
Chamba,02/01/75,43.901
Chamba,03/01/75,44.078
Chamba,04/01/75,36.984
Chamba,05/01/75,32.237
Chamba,06/01/75,36.76
Chamba,07/01/75,52.596
Chamba,08/01/75,54.167
Chamba,09/01/75,39.242
Chamba,10/01/75,15.167
Chamba,11/01/75,16.313
Chamba,12/01/75,31.972
Chamba,01/01/76,43.726
Chamba,02/01/76,47.584
Chamba,03/01/76,52.479
Chamba,04/01/76,38.872
Chamba,05/01/76,33.696
Chamba,06/01/76,38.202
Chamba,07/01/76,53.944
Chamba,08/01/76,55.907
Chamba,09/01/76,34.548
Chamba,10/01/76,16.926
Chamba,11/01/76,17.688
Chamba,12/01/76,32.789
Chamba,01/01/77,43.841
Chamba,02/01/77,35.894
Chamba,03/01/77,33.81
Chamba,04/01/77,41.172
Chamba,05/01/77,38.113
Chamba,06/01/77,38.35
Chamba,07/01/77,59.74
Chamba,08/01/77,52.464
Chamba,09/01/77,36.321
Chamba,10/01/77,23.539
Chamba,11/01/77,22.867
Chamba,12/01/77,39.027
Chamba,01/01/78,43.751
Chamba,02/01/78,44.091
Chamba,03/01/78,52.787
Chamba,04/01/78,36.927
Chamba,05/01/78,27.534
Chamba,06/01/78,36.667
Chamba,07/01/78,59.22
Chamba,08/01/78,55.027
