Area,Month,Rainfall
Hamirpur,1960-1-1,112.824
Hamirpur,1960-2-1,36.54
Hamirpur,1960-3-1,16.513
Hamirpur,1960-4-1,17.452
Hamirpur,1960-5-1,10.047
Hamirpur,1960-6-1,25.68
Hamirpur,1960-7-1,300.594
Hamirpur,1960-8-1,153.997
Hamirpur,1960-9-1,170.458
Hamirpur,1960-10-1,17.67
Hamirpur,1960-11-1,3.413
Hamirpur,1960-12-1,21.663
Hamirpur,1961-1-1,49.608
Hamirpur,1961-2-1,31.013
Hamirpur,1961-3-1,25.432
Hamirpur,1961-4-1,0.496
Hamirpur,1961-5-1,10.412
Hamirpur,1961-6-1,4.608
Hamirpur,1961-7-1,173.543
Hamirpur,1961-8-1,138.205
Hamirpur,1961-9-1,255.998
Hamirpur,1961-10-1,0
Hamirpur,1961-11-1,13.216
Hamirpur,1961-12-1,21.706
Hamirpur,1962-1-1,1.307
Hamirpur,1962-2-1,40.282
Hamirpur,1962-3-1,71.246
Hamirpur,1962-4-1,6.777
Hamirpur,1962-5-1,26.267
Hamirpur,1962-6-1,18.543
Hamirpur,1962-7-1,120.379
Hamirpur,1962-8-1,120.545
Hamirpur,1962-9-1,106.984
Hamirpur,1962-10-1,0.933
Hamirpur,1962-11-1,1.437
Hamirpur,1962-12-1,25
Hamirpur,1963-1-1,34.091
Hamirpur,1963-2-1,9.402
Hamirpur,1963-3-1,13.463
Hamirpur,1963-4-1,13.397
Hamirpur,1963-5-1,16.798
Hamirpur,1963-6-1,69.624
Hamirpur,1963-7-1,332.851
Hamirpur,1963-8-1,201.688
Hamirpur,1963-9-1,94.064
Hamirpur,1963-10-1,0
Hamirpur,1963-11-1,3.635
Hamirpur,1963-12-1,10.744
Hamirpur,1964-1-1,12.342
Hamirpur,1964-2-1,38.089
Hamirpur,1964-3-1,26.309
Hamirpur,1964-4-1,46.88
Hamirpur,1964-5-1,18.366
Hamirpur,1964-6-1,7.289
Hamirpur,1964-7-1,192.431
Hamirpur,1964-8-1,172.883
Hamirpur,1964-9-1,5.677
Hamirpur,1964-10-1,20.86
Hamirpur,1964-11-1,12.599
Hamirpur,1964-12-1,0
Hamirpur,1965-1-1,3.832
Hamirpur,1965-2-1,67.201
Hamirpur,1965-3-1,44.805
Hamirpur,1965-4-1,22.929
Hamirpur,1965-5-1,24.079
Hamirpur,1965-6-1,143.533
Hamirpur,1965-7-1,149.441
Hamirpur,1965-8-1,191.965
Hamirpur,1965-9-1,221.261
Hamirpur,1965-10-1,21.161
Hamirpur,1965-11-1,23.483
Hamirpur,1965-12-1,0.593
Hamirpur,1966-1-1,0.301
Hamirpur,1966-2-1,32.13
Hamirpur,1966-3-1,54.351
Hamirpur,1966-4-1,8.204
Hamirpur,1966-5-1,3.996
Hamirpur,1966-6-1,6.725
Hamirpur,1966-7-1,115.443
Hamirpur,1966-8-1,359.989
Hamirpur,1966-9-1,46.627
Hamirpur,1966-10-1,4.661
Hamirpur,1966-11-1,2.562
Hamirpur,1966-12-1,56.845
Hamirpur,1967-1-1,33.076
Hamirpur,1967-2-1,41.314
Hamirpur,1967-3-1,14.498
Hamirpur,1967-4-1,5.15
Hamirpur,1967-5-1,7.116
Hamirpur,1967-6-1,19.519
Hamirpur,1967-7-1,195.994
Hamirpur,1967-8-1,242.733
Hamirpur,1967-9-1,3.555
Hamirpur,1967-10-1,13.995
Hamirpur,1967-11-1,0
Hamirpur,1967-12-1,11.422
Hamirpur,1968-1-1,7.586
Hamirpur,1968-2-1,15.317
Hamirpur,1968-3-1,35.389
Hamirpur,1968-4-1,55.768
Hamirpur,1968-5-1,33.085
Hamirpur,1968-6-1,16.858
Hamirpur,1968-7-1,252.785
Hamirpur,1968-8-1,198.222
Hamirpur,1968-9-1,213.243
Hamirpur,1968-10-1,4.493
Hamirpur,1968-11-1,0.157
Hamirpur,1968-12-1,0
Hamirpur,1969-1-1,29.488
Hamirpur,1969-2-1,29.757
Hamirpur,1969-3-1,13.288
Hamirpur,1969-4-1,0.598
Hamirpur,1969-5-1,10.1
Hamirpur,1969-6-1,60.981
Hamirpur,1969-7-1,63.342
Hamirpur,1969-8-1,240.613
Hamirpur,1969-9-1,81.453
Hamirpur,1969-10-1,1.658
Hamirpur,1969-11-1,0
Hamirpur,1969-12-1,0.345
Hamirpur,1970-1-1,4.586
Hamirpur,1970-2-1,20.145
Hamirpur,1970-3-1,5.915
Hamirpur,1970-4-1,26.129
Hamirpur,1970-5-1,69.583
Hamirpur,1970-6-1,104.326
Hamirpur,1970-7-1,210.23
Hamirpur,1970-8-1,300.577
Hamirpur,1970-9-1,65.791
Hamirpur,1970-10-1,15.448
Hamirpur,1970-11-1,1.358
Hamirpur,1970-12-1,0
Hamirpur,1971-1-1,20.017
Hamirpur,1971-2-1,19.358
Hamirpur,1971-3-1,7.577
Hamirpur,1971-4-1,6.044
Hamirpur,1971-5-1,8.128
Hamirpur,1971-6-1,20.594
Hamirpur,1971-7-1,96.392
Hamirpur,1971-8-1,162.94
Hamirpur,1971-9-1,298.607
Hamirpur,1971-10-1,27.346
Hamirpur,1971-11-1,19.364
Hamirpur,1971-12-1,12.148
Hamirpur,1972-1-1,21.701
Hamirpur,1972-2-1,17.318
Hamirpur,1972-3-1,11.392
Hamirpur,1972-4-1,1.548
Hamirpur,1972-5-1,16.959
Hamirpur,1972-6-1,94.024
Hamirpur,1972-7-1,219.147
Hamirpur,1972-8-1,328.122
Hamirpur,1972-9-1,109.298
Hamirpur,1972-10-1,10.579
Hamirpur,1972-11-1,0
Hamirpur,1972-12-1,19.813
Hamirpur,1973-1-1,16.508
Hamirpur,1973-2-1,20.702
Hamirpur,1973-3-1,2.086
Hamirpur,1973-4-1,1.114
Hamirpur,1973-5-1,27.942
Hamirpur,1973-6-1,44.418
Hamirpur,1973-7-1,226.008
Hamirpur,1973-8-1,113.886
Hamirpur,1973-9-1,45.575
Hamirpur,1973-10-1,1.357
Hamirpur,1973-11-1,0
Hamirpur,1973-12-1,8.602
Hamirpur,1974-1-1,37.055
Hamirpur,1974-2-1,31.727
Hamirpur,1974-3-1,40.512
Hamirpur,1974-4-1,5.181
Hamirpur,1974-5-1,0.925
Hamirpur,1974-6-1,149.445
Hamirpur,1974-7-1,224.318
Hamirpur,1974-8-1,226.37
Hamirpur,1974-9-1,251.682
Hamirpur,1974-10-1,6.667
Hamirpur,1974-11-1,0
Hamirpur,1974-12-1,0
Hamirpur,1975-1-1,19.428
Hamirpur,1975-2-1,37.005
Hamirpur,1975-3-1,17.42
Hamirpur,1975-4-1,11.691
Hamirpur,1975-5-1,17.179
Hamirpur,1975-6-1,231.998
Hamirpur,1975-7-1,214.507
Hamirpur,1975-8-1,566.464
Hamirpur,1975-9-1,176.229
Hamirpur,1975-10-1,15.416
Hamirpur,1975-11-1,0
Hamirpur,1975-12-1,0.015
Hamirpur,1976-1-1,52.877
Hamirpur,1976-2-1,3.54
Hamirpur,1976-3-1,1.699
Hamirpur,1976-4-1,58.787
Hamirpur,1976-5-1,46.812
Hamirpur,1976-6-1,217.57
Hamirpur,1976-7-1,248.879
Hamirpur,1976-8-1,169.173
Hamirpur,1976-9-1,88.188
Hamirpur,1976-10-1,26.442
Hamirpur,1976-11-1,1.177
Hamirpur,1976-12-1,9.759
Hamirpur,1977-1-1,6.66
Hamirpur,1977-2-1,10.405
Hamirpur,1977-3-1,77.115
Hamirpur,1977-4-1,16.244
Hamirpur,1977-5-1,0.245
Hamirpur,1977-6-1,114.248
Hamirpur,1977-7-1,385.529
Hamirpur,1977-8-1,435.2
Hamirpur,1977-9-1,275.331
Hamirpur,1977-10-1,0.164
Hamirpur,1977-11-1,16.762
Hamirpur,1977-12-1,1.105
Hamirpur,1978-1-1,16.759
Hamirpur,1978-2-1,66.762
Hamirpur,1978-3-1,41.636
Hamirpur,1978-4-1,6.623
Hamirpur,1978-5-1,25.574
Hamirpur,1978-6-1,53.03
Hamirpur,1978-7-1,223.717
Hamirpur,1978-8-1,87.593
Hamirpur,1978-9-1,158.454
Hamirpur,1978-10-1,9.632
Hamirpur,1978-11-1,7.814
Hamirpur,1978-12-1,0.75
Hamirpur,1979-1-1,17.372
Hamirpur,1979-2-1,28.678
Hamirpur,1979-3-1,24.457
Hamirpur,1979-4-1,7.079
Hamirpur,1979-5-1,15.888
Hamirpur,1979-6-1,131.48
Hamirpur,1979-7-1,495.774
Hamirpur,1979-8-1,328.535
Hamirpur,1979-9-1,111.22
Hamirpur,1979-10-1,8.047
Hamirpur,1979-11-1,10.91
Hamirpur,1979-12-1,12.776
Hamirpur,1980-1-1,100.61
Hamirpur,1980-2-1,24.777
Hamirpur,1980-3-1,45.287
Hamirpur,1980-4-1,13.287
Hamirpur,1980-5-1,14.845
Hamirpur,1980-6-1,10.17
Hamirpur,1980-7-1,415.858
Hamirpur,1980-8-1,141.824
Hamirpur,1980-9-1,9.138
Hamirpur,1980-10-1,9.219
Hamirpur,1980-11-1,49.386
Hamirpur,1980-12-1,0.787
Hamirpur,1981-1-1,29.504
Hamirpur,1981-2-1,24.399
Hamirpur,1981-3-1,103.051
Hamirpur,1981-4-1,23.601
Hamirpur,1981-5-1,42.265
Hamirpur,1981-6-1,15.668
Hamirpur,1981-7-1,58.717
Hamirpur,1981-8-1,214.29
Hamirpur,1981-9-1,2.837
Hamirpur,1981-10-1,1.027
Hamirpur,1981-11-1,28.968
Hamirpur,1981-12-1,27.317
Hamirpur,1982-1-1,53.196
Hamirpur,1982-2-1,31.163
Hamirpur,1982-3-1,69.416
Hamirpur,1982-4-1,49.42
Hamirpur,1982-5-1,73.146
Hamirpur,1982-6-1,98.549
Hamirpur,1982-7-1,233.213
Hamirpur,1982-8-1,274.949
Hamirpur,1982-9-1,83.653
Hamirpur,1982-10-1,26.207
Hamirpur,1982-11-1,0
Hamirpur,1982-12-1,1.972
Hamirpur,1983-1-1,0.649
Hamirpur,1983-2-1,70.941
Hamirpur,1983-3-1,10.67
Hamirpur,1983-4-1,20.239
Hamirpur,1983-5-1,0.692
Hamirpur,1983-6-1,28.063
Hamirpur,1983-7-1,501.169
Hamirpur,1983-8-1,288.939
Hamirpur,1983-9-1,225.623
Hamirpur,1983-10-1,0.013
Hamirpur,1983-11-1,0
Hamirpur,1983-12-1,25.039
Hamirpur,1984-1-1,23.034
Hamirpur,1984-2-1,1.569
Hamirpur,1984-3-1,14.957
Hamirpur,1984-4-1,37.43
Hamirpur,1984-5-1,19.808
Hamirpur,1984-6-1,112.283
Hamirpur,1984-7-1,468.525
Hamirpur,1984-8-1,214.476
Hamirpur,1984-9-1,137.95
Hamirpur,1984-10-1,24.89
Hamirpur,1984-11-1,2.261
Hamirpur,1984-12-1,23.116
Hamirpur,1985-1-1,4.151
Hamirpur,1985-2-1,43.896
Hamirpur,1985-3-1,24.583
Hamirpur,1985-4-1,12.885
Hamirpur,1985-5-1,33.239
Hamirpur,1985-6-1,97.88
Hamirpur,1985-7-1,297.1
Hamirpur,1985-8-1,238.803
Hamirpur,1985-9-1,192.196
Hamirpur,1985-10-1,10.281
Hamirpur,1985-11-1,2.341
Hamirpur,1985-12-1,39.86
Hamirpur,1986-1-1,50.905
Hamirpur,1986-2-1,26.554
Hamirpur,1986-3-1,24.593
Hamirpur,1986-4-1,13.575
Hamirpur,1986-5-1,22.853
Hamirpur,1986-6-1,74.471
Hamirpur,1986-7-1,107.828
Hamirpur,1986-8-1,140.303
Hamirpur,1986-9-1,5.488
Hamirpur,1986-10-1,18.935
Hamirpur,1986-11-1,0
Hamirpur,1986-12-1,19.865
Hamirpur,1987-1-1,8.371
Hamirpur,1987-2-1,14.336
Hamirpur,1987-3-1,72.374
Hamirpur,1987-4-1,11.028
Hamirpur,1987-5-1,1.733
Hamirpur,1987-6-1,84.529
Hamirpur,1987-7-1,368.361
Hamirpur,1987-8-1,191.958
Hamirpur,1987-9-1,176.817
Hamirpur,1987-10-1,28.382
Hamirpur,1987-11-1,0.022
Hamirpur,1987-12-1,34.451
Hamirpur,1988-1-1,68.304
Hamirpur,1988-2-1,8.693
Hamirpur,1988-3-1,19.566
Hamirpur,1988-4-1,4.055
Hamirpur,1988-5-1,8.303
Hamirpur,1988-6-1,35.076
Hamirpur,1988-7-1,301.048
Hamirpur,1988-8-1,134.583
Hamirpur,1988-9-1,68.928
Hamirpur,1988-10-1,0.935
Hamirpur,1988-11-1,10.012
Hamirpur,1988-12-1,4.515
Hamirpur,1989-1-1,6.72
Hamirpur,1989-2-1,89.727
Hamirpur,1989-3-1,78.338
Hamirpur,1989-4-1,15.147
Hamirpur,1989-5-1,51.505
Hamirpur,1989-6-1,25.574
Hamirpur,1989-7-1,208.111
Hamirpur,1989-8-1,271.286
Hamirpur,1989-9-1,278.173
Hamirpur,1989-10-1,3.607
Hamirpur,1989-11-1,14.77
Hamirpur,1989-12-1,42.624
Hamirpur,1990-1-1,2.39
Hamirpur,1990-2-1,26.265
Hamirpur,1990-3-1,13.441
Hamirpur,1990-4-1,49.9
Hamirpur,1990-5-1,25.503
Hamirpur,1990-6-1,141.084
Hamirpur,1990-7-1,28.159
Hamirpur,1990-8-1,188.239
Hamirpur,1990-9-1,103.369
Hamirpur,1990-10-1,3.877
Hamirpur,1990-11-1,0.994
Hamirpur,1990-12-1,10.807
Hamirpur,1991-1-1,67.506
Hamirpur,1991-2-1,52.944
Hamirpur,1991-3-1,28.083
Hamirpur,1991-4-1,11.923
Hamirpur,1991-5-1,39.319
Hamirpur,1991-6-1,41.142
Hamirpur,1991-7-1,171.036
Hamirpur,1991-8-1,214.006
Hamirpur,1991-9-1,123.73
Hamirpur,1991-10-1,4.247
Hamirpur,1991-11-1,33.441
Hamirpur,1991-12-1,2.525
Hamirpur,1992-1-1,15.264
Hamirpur,1992-2-1,22.09
Hamirpur,1992-3-1,26.189
Hamirpur,1992-4-1,26.335
Hamirpur,1992-5-1,15.175
Hamirpur,1992-6-1,63.991
Hamirpur,1992-7-1,162.32
Hamirpur,1992-8-1,29.435
Hamirpur,1992-9-1,183.608
Hamirpur,1992-10-1,0
Hamirpur,1992-11-1,0
Hamirpur,1992-12-1,0
Hamirpur,1993-1-1,32.454
Hamirpur,1993-2-1,19.061
Hamirpur,1993-3-1,7.876
Hamirpur,1993-4-1,6.753
Hamirpur,1993-5-1,60.949
Hamirpur,1993-6-1,44.613
Hamirpur,1993-7-1,221.42
Hamirpur,1993-8-1,153.408
Hamirpur,1993-9-1,157.628
Hamirpur,1993-10-1,2.661
Hamirpur,1993-11-1,0
Hamirpur,1993-12-1,8.991
Hamirpur,1994-1-1,48.886
Hamirpur,1994-2-1,120.727
Hamirpur,1994-3-1,19.152
Hamirpur,1994-4-1,5.313
Hamirpur,1994-5-1,0.449
Hamirpur,1994-6-1,108.167
Hamirpur,1994-7-1,191.797
Hamirpur,1994-8-1,369.866
Hamirpur,1994-9-1,127.903
Hamirpur,1994-10-1,3.217
Hamirpur,1994-11-1,30.077
Hamirpur,1994-12-1,1.522
Hamirpur,1995-1-1,55.421
Hamirpur,1995-2-1,52.076
Hamirpur,1995-3-1,34.915
Hamirpur,1995-4-1,15.571
Hamirpur,1995-5-1,33.735
Hamirpur,1995-6-1,236.588
Hamirpur,1995-7-1,155.235
Hamirpur,1995-8-1,406.243
Hamirpur,1995-9-1,82.669
Hamirpur,1995-10-1,11.364
Hamirpur,1995-11-1,0
Hamirpur,1995-12-1,4.379
Hamirpur,1996-1-1,24.748
Hamirpur,1996-2-1,13.527
Hamirpur,1996-3-1,23.09
Hamirpur,1996-4-1,48.076
Hamirpur,1996-5-1,23.358
Hamirpur,1996-6-1,158.907
Hamirpur,1996-7-1,246.995
Hamirpur,1996-8-1,335.651
Hamirpur,1996-9-1,93.925
Hamirpur,1996-10-1,18.641
Hamirpur,1996-11-1,22.426
Hamirpur,1996-12-1,6.489
Hamirpur,1997-1-1,43.644
Hamirpur,1997-2-1,46.001
Hamirpur,1997-3-1,47.164
Hamirpur,1997-4-1,32.114
Hamirpur,1997-5-1,28.149
Hamirpur,1997-6-1,22.05
Hamirpur,1997-7-1,212.45
Hamirpur,1997-8-1,167.933
Hamirpur,1997-9-1,126.723
Hamirpur,1997-10-1,20.185
Hamirpur,1997-11-1,4.243
Hamirpur,1997-12-1,4.435
Hamirpur,1998-1-1,24.615
Hamirpur,1998-2-1,18.711
Hamirpur,1998-3-1,11.303
Hamirpur,1998-4-1,12.955
Hamirpur,1998-5-1,20.553
Hamirpur,1998-6-1,80.137
Hamirpur,1998-7-1,124.13
Hamirpur,1998-8-1,202.549
Hamirpur,1998-9-1,98.185
Hamirpur,1998-10-1,4.742
Hamirpur,1998-11-1,4.107
Hamirpur,1998-12-1,4.43
Hamirpur,1999-1-1,24.376
Hamirpur,1999-2-1,40.377
Hamirpur,1999-3-1,14.044
Hamirpur,1999-4-1,4.305
Hamirpur,1999-5-1,19.756
Hamirpur,1999-6-1,96.383
Hamirpur,1999-7-1,201.116
Hamirpur,1999-8-1,147.078
Hamirpur,1999-9-1,73.683
Hamirpur,1999-10-1,0
Hamirpur,1999-11-1,3.613
Hamirpur,1999-12-1,1.578
Hamirpur,2000-1-1,10.139
Hamirpur,2000-2-1,13.62
Hamirpur,2000-3-1,15.453
Hamirpur,2000-4-1,15.892
Hamirpur,2000-5-1,29.955
Hamirpur,2000-6-1,80.316
Hamirpur,2000-7-1,288.882
Hamirpur,2000-8-1,96.85
Hamirpur,2000-9-1,75.287
Hamirpur,2000-10-1,1.505
Hamirpur,2000-11-1,4.263
Hamirpur,2000-12-1,3.073
Hamirpur,2001-1-1,20.927
Hamirpur,2001-2-1,43.099
Hamirpur,2001-3-1,42.129
Hamirpur,2001-4-1,10.159
Hamirpur,2001-5-1,13.461
Hamirpur,2001-6-1,78.261
Hamirpur,2001-7-1,95.753
Hamirpur,2001-8-1,166.434
Hamirpur,2001-9-1,218.839
Hamirpur,2001-10-1,1.32
Hamirpur,2001-11-1,0
Hamirpur,2001-12-1,3.574
Hamirpur,2002-1-1,50.693
Hamirpur,2002-2-1,11.297
Hamirpur,2002-3-1,21.769
Hamirpur,2002-4-1,7.119
Hamirpur,2002-5-1,27.926
Hamirpur,2002-6-1,40.414
Hamirpur,2002-7-1,346.58
Hamirpur,2002-8-1,168.439
Hamirpur,2002-9-1,49.483
Hamirpur,2002-10-1,0.396
Hamirpur,2002-11-1,0
Hamirpur,2002-12-1,6.105
Kangra,1901-1-1,50.693
Kangra,1901-2-1,11.297
Kangra,1901-3-1,21.769
Kangra,1901-4-1,7.119
Kangra,1901-5-1,27.926
Kangra,1901-6-1,40.414
Kangra,1901-7-1,346.58
Kangra,1901-8-1,168.439
Kangra,1901-9-1,49.483
Kangra,1901-10-1,0.396
Kangra,1901-11-1,0
Kangra,1901-12-1,6.105
Kangra,1902-1-1,0.327
Kangra,1902-2-1,6.228
Kangra,1902-3-1,23.602
Kangra,1902-4-1,24.667
Kangra,1902-5-1,24.169
Kangra,1902-6-1,90.157
Kangra,1902-7-1,239.978
Kangra,1902-8-1,158.201
Kangra,1902-9-1,99.141
Kangra,1902-10-1,7.227
Kangra,1902-11-1,6.892
Kangra,1902-12-1,0.155
Kangra,1903-1-1,30.812
Kangra,1903-2-1,14.704
Kangra,1903-3-1,21.048
Kangra,1903-4-1,4.02
Kangra,1903-5-1,13.117
Kangra,1903-6-1,35.371
Kangra,1903-7-1,446.798
Kangra,1903-8-1,165.26
Kangra,1903-9-1,65.242
Kangra,1903-10-1,10.595
Kangra,1903-11-1,0
Kangra,1903-12-1,6.196
Kangra,1904-1-1,39.271
Kangra,1904-2-1,3.987
Kangra,1904-3-1,59.447
Kangra,1904-4-1,9.102
Kangra,1904-5-1,27.125
Kangra,1904-6-1,74.791
Kangra,1904-7-1,177.699
Kangra,1904-8-1,156.93
Kangra,1904-9-1,83.345
Kangra,1904-10-1,7.588
Kangra,1904-11-1,20.249
Kangra,1904-12-1,7.859
Kangra,1905-1-1,80.643
Kangra,1905-2-1,40.083
Kangra,1905-3-1,13.073
Kangra,1905-4-1,7.347
Kangra,1905-5-1,7.76
Kangra,1905-6-1,40.869
Kangra,1905-7-1,120.889
Kangra,1905-8-1,165.792
Kangra,1905-9-1,214.801
Kangra,1905-10-1,3.817
Kangra,1905-11-1,0
Kangra,1905-12-1,22.728
Kangra,1906-1-1,13.182
Kangra,1906-2-1,92.39
Kangra,1906-3-1,21.499
Kangra,1906-4-1,10.671
Kangra,1906-5-1,50.441
Kangra,1906-6-1,63.086
Kangra,1906-7-1,94.919
Kangra,1906-8-1,270.08
Kangra,1906-9-1,229.543
Kangra,1906-10-1,1.046
Kangra,1906-11-1,0
Kangra,1906-12-1,5.051
Kangra,1907-1-1,23.244
Kangra,1907-2-1,57.912
Kangra,1907-3-1,47.185
Kangra,1907-4-1,38.183
Kangra,1907-5-1,6.777
Kangra,1907-6-1,129.962
Kangra,1907-7-1,118.202
Kangra,1907-8-1,260.403
Kangra,1907-9-1,14.091
Kangra,1907-10-1,2.602
Kangra,1907-11-1,0.216
Kangra,1907-12-1,0.148
Kangra,1908-1-1,43.454
Kangra,1908-2-1,17.966
Kangra,1908-3-1,1.787
Kangra,1908-4-1,22.081
Kangra,1908-5-1,37.671
Kangra,1908-6-1,75.224
Kangra,1908-7-1,154.296
Kangra,1908-8-1,413.989
Kangra,1908-9-1,302.265
Kangra,1908-10-1,0.722
Kangra,1908-11-1,0.488
Kangra,1908-12-1,6.526
Kangra,1909-1-1,34.686
Kangra,1909-2-1,14.494
Kangra,1909-3-1,5.779
Kangra,1909-4-1,51.41
Kangra,1909-5-1,6.722
Kangra,1909-6-1,142.54
Kangra,1909-7-1,350.974
Kangra,1909-8-1,213.617
Kangra,1909-9-1,281.444
Kangra,1909-10-1,0.766
Kangra,1909-11-1,5.883
Kangra,1909-12-1,58.539
Kangra,1910-1-1,44.483
Kangra,1910-2-1,13.868
Kangra,1910-3-1,8.607
Kangra,1910-4-1,36.299
Kangra,1910-5-1,16.639
Kangra,1910-6-1,139.192
Kangra,1910-7-1,225.292
Kangra,1910-8-1,238.291
Kangra,1910-9-1,79.454
Kangra,1910-10-1,2.581
Kangra,1910-11-1,0.984
Kangra,1910-12-1,9.769
Kangra,1911-1-1,73.419
Kangra,1911-2-1,8.185
Kangra,1911-3-1,81.796
Kangra,1911-4-1,11.686
Kangra,1911-5-1,7.489
Kangra,1911-6-1,68.743
Kangra,1911-7-1,153.824
Kangra,1911-8-1,183.64
Kangra,1911-9-1,166.475
Kangra,1911-10-1,5.235
Kangra,1911-11-1,35.059
Kangra,1911-12-1,3.766
Kangra,1912-1-1,58.596
Kangra,1912-2-1,17.727
Kangra,1912-3-1,14.747
Kangra,1912-4-1,28.319
Kangra,1912-5-1,26.325
Kangra,1912-6-1,43.554
Kangra,1912-7-1,121.674
Kangra,1912-8-1,185.489
Kangra,1912-9-1,63.33
Kangra,1912-10-1,0.495
Kangra,1912-11-1,19.177
Kangra,1912-12-1,16.853
Kangra,1913-1-1,30.208
Kangra,1913-2-1,50.172
Kangra,1913-3-1,45.17
Kangra,1913-4-1,22.149
Kangra,1913-5-1,52.708
Kangra,1913-6-1,97.646
Kangra,1913-7-1,167.655
Kangra,1913-8-1,242.439
Kangra,1913-9-1,49.683
Kangra,1913-10-1,2.149
Kangra,1913-11-1,4.916
Kangra,1913-12-1,23.102
Kangra,1914-1-1,30.934
Kangra,1914-2-1,47.522
Kangra,1914-3-1,31.652
Kangra,1914-4-1,23.719
Kangra,1914-5-1,20.994
Kangra,1914-6-1,60.653
Kangra,1914-7-1,271.152
Kangra,1914-8-1,185.443
Kangra,1914-9-1,267.513
Kangra,1914-10-1,24.409
Kangra,1914-11-1,16.087
Kangra,1914-12-1,15.988
Kangra,1915-1-1,9.478
Kangra,1915-2-1,78.093
Kangra,1915-3-1,31.226
Kangra,1915-4-1,11.107
Kangra,1915-5-1,12.82
Kangra,1915-6-1,70.791
Kangra,1915-7-1,70.511
Kangra,1915-8-1,307.197
Kangra,1915-9-1,107.431
Kangra,1915-10-1,28.872
Kangra,1915-11-1,0
Kangra,1915-12-1,5.744
Kangra,1916-1-1,5.249
Kangra,1916-2-1,13.715
Kangra,1916-3-1,4.505
Kangra,1916-4-1,11.024
Kangra,1916-5-1,17.507
Kangra,1916-6-1,98.022
Kangra,1916-7-1,383.583
Kangra,1916-8-1,197.378
Kangra,1916-9-1,117.888
Kangra,1916-10-1,10.609
Kangra,1916-11-1,0.337
Kangra,1916-12-1,0.174
Kangra,1917-1-1,9.332
Kangra,1917-2-1,14.497
Kangra,1917-3-1,20.64
Kangra,1917-4-1,33.735
Kangra,1917-5-1,31.703
Kangra,1917-6-1,162.675
Kangra,1917-7-1,170.538
Kangra,1917-8-1,434.236
Kangra,1917-9-1,282.855
Kangra,1917-10-1,23.772
Kangra,1917-11-1,0
Kangra,1917-12-1,13.105
Kangra,1918-1-1,3.196
Kangra,1918-2-1,2.298
Kangra,1918-3-1,40.308
Kangra,1918-4-1,37.516
Kangra,1918-5-1,3.415
Kangra,1918-6-1,74.104
Kangra,1918-7-1,104.699
Kangra,1918-8-1,103.717
Kangra,1918-9-1,49.149
Kangra,1918-10-1,0.581
Kangra,1918-11-1,17.163
Kangra,1918-12-1,17.934
Kangra,1919-1-1,70.091
Kangra,1919-2-1,21.477
Kangra,1919-3-1,25.268
Kangra,1919-4-1,21.206
Kangra,1919-5-1,15.651
Kangra,1919-6-1,25.128
Kangra,1919-7-1,223.666
Kangra,1919-8-1,138.408
Kangra,1919-9-1,69.201
Kangra,1919-10-1,4.173
Kangra,1919-11-1,2.183
Kangra,1919-12-1,13.201
Kangra,1920-1-1,35.753
Kangra,1920-2-1,27.485
Kangra,1920-3-1,28.874
Kangra,1920-4-1,22.304
Kangra,1920-5-1,19.989
Kangra,1920-6-1,67.322
Kangra,1920-7-1,90.588
Kangra,1920-8-1,112.606
Kangra,1920-9-1,112.126
Kangra,1920-10-1,1.326
Kangra,1920-11-1,0
Kangra,1920-12-1,0.615
Kangra,1921-1-1,22.673
Kangra,1921-2-1,1.859
Kangra,1921-3-1,5.11
Kangra,1921-4-1,7.621
Kangra,1921-5-1,28.95
Kangra,1921-6-1,93.54
Kangra,1921-7-1,194.351
Kangra,1921-8-1,236.325
Kangra,1921-9-1,104.501
Kangra,1921-10-1,17.02
Kangra,1921-11-1,0
Kangra,1921-12-1,26.84
Kangra,1922-1-1,30.952
Kangra,1922-2-1,32.712
Kangra,1922-3-1,17.55
Kangra,1922-4-1,9.65
Kangra,1922-5-1,20.121
Kangra,1922-6-1,65.739
Kangra,1922-7-1,128.308
Kangra,1922-8-1,194.403
Kangra,1922-9-1,319.434
Kangra,1922-10-1,6.038
Kangra,1922-11-1,2.952
Kangra,1922-12-1,51.907
Kangra,1923-1-1,34.018
Kangra,1923-2-1,57.814
Kangra,1923-3-1,8.389
Kangra,1923-4-1,23.435
Kangra,1923-5-1,20.797
Kangra,1923-6-1,11.041
Kangra,1923-7-1,380.556
Kangra,1923-8-1,266.769
Kangra,1923-9-1,71.955
Kangra,1923-10-1,16.192
Kangra,1923-11-1,11.878
Kangra,1923-12-1,33.502
Kangra,1924-1-1,52.093
Kangra,1924-2-1,63.5
Kangra,1924-3-1,15.187
Kangra,1924-4-1,6.946
Kangra,1924-5-1,27.727
Kangra,1924-6-1,12.702
Kangra,1924-7-1,269.042
Kangra,1924-8-1,96.035
Kangra,1924-9-1,263.44
Kangra,1924-10-1,12.86
Kangra,1924-11-1,1.5
Kangra,1924-12-1,60.949
Kangra,1925-1-1,18.01
Kangra,1925-2-1,4.816
Kangra,1925-3-1,5.831
Kangra,1925-4-1,5.815
Kangra,1925-5-1,23.248
Kangra,1925-6-1,163.403
Kangra,1925-7-1,265.982
Kangra,1925-8-1,279.997
Kangra,1925-9-1,45.985
