Area,Month,Rainfall
Kullu,1982-7-1,65.932
Kullu,1982-8-1,200.203
Kullu,1982-9-1,4.948
Kullu,1982-10-1,5.093
Kullu,1982-11-1,31.031
Kullu,1982-12-1,29.357
Kullu,1983-1-1,56.495
Kullu,1983-2-1,33.467
Kullu,1983-3-1,95.977
Kullu,1983-4-1,80.125
Kullu,1983-5-1,92.093
Kullu,1983-6-1,188.849
Kullu,1983-7-1,281
Kullu,1983-8-1,249.545
Kullu,1983-9-1,93.55
Kullu,1983-10-1,35.476
Kullu,1983-11-1,0
Kullu,1983-12-1,2.527
Kullu,1984-1-1,1.321
Kullu,1984-2-1,91.444
Kullu,1984-3-1,10.773
Kullu,1984-4-1,27.395
Kullu,1984-5-1,3.735
Kullu,1984-6-1,37.409
Kullu,1984-7-1,510.105
Kullu,1984-8-1,287.47
Kullu,1984-9-1,249.494
Kullu,1984-10-1,0.089
Kullu,1984-11-1,0.146
Kullu,1984-12-1,25.865
Kullu,1985-1-1,40.021
Kullu,1985-2-1,1.806
Kullu,1985-3-1,21.754
Kullu,1985-4-1,63.538
Kullu,1985-5-1,26.336
Kullu,1985-6-1,169.88
Kullu,1985-7-1,588.067
Kullu,1985-8-1,232.384
Kullu,1985-9-1,117.01
Kullu,1985-10-1,38.275
Kullu,1985-11-1,2.267
Kullu,1985-12-1,28.494
Kullu,1986-1-1,4.044
Kullu,1986-2-1,45.549
Kullu,1986-3-1,36.462
Kullu,1986-4-1,18.065
Kullu,1986-5-1,51.995
Kullu,1986-6-1,113.931
Kullu,1986-7-1,329.401
Kullu,1986-8-1,219.787
Kullu,1986-9-1,228.029
Kullu,1986-10-1,18.333
Kullu,1986-11-1,6.558
Kullu,1986-12-1,61.254
Kullu,1987-1-1,69.481
Kullu,1987-2-1,31.428
Kullu,1987-3-1,25.998
Kullu,1987-4-1,25.223
Kullu,1987-5-1,37.632
Kullu,1987-6-1,90.317
Kullu,1987-7-1,94.211
Kullu,1987-8-1,171.203
Kullu,1987-9-1,6.534
Kullu,1987-10-1,24.478
Kullu,1987-11-1,0
Kullu,1987-12-1,33.625
Kullu,1988-1-1,12.279
Kullu,1988-2-1,18.866
Kullu,1988-3-1,91.206
Kullu,1988-4-1,18.724
Kullu,1988-5-1,4.107
Kullu,1988-6-1,140.051
Kullu,1988-7-1,433.684
Kullu,1988-8-1,212.828
Kullu,1988-9-1,169.263
Kullu,1988-10-1,34.596
Kullu,1988-11-1,0.166
Kullu,1988-12-1,40.218
Kullu,1989-1-1,88.019
Kullu,1989-2-1,12.419
Kullu,1989-3-1,21.357
Kullu,1989-4-1,6.829
Kullu,1989-5-1,14.141
Kullu,1989-6-1,44.939
Kullu,1989-7-1,323.365
Kullu,1989-8-1,130.583
Kullu,1989-9-1,62.251
Kullu,1989-10-1,2.851
Kullu,1989-11-1,10.875
Kullu,1989-12-1,7.703
Kullu,1990-1-1,11.264
Kullu,1990-2-1,116.285
Kullu,1990-3-1,94.359
Kullu,1990-4-1,19.868
Kullu,1990-5-1,113.489
Kullu,1990-6-1,36.845
Kullu,1990-7-1,237.487
Kullu,1990-8-1,274.981
Kullu,1990-9-1,243.715
Kullu,1990-10-1,5.033
Kullu,1990-11-1,18.275
Kullu,1990-12-1,44.235
Kullu,1991-1-1,6.029
Kullu,1991-2-1,27.844
Kullu,1991-3-1,16.653
Kullu,1991-4-1,65.495
Kullu,1991-5-1,42.906
Kullu,1991-6-1,166.434
Kullu,1991-7-1,26.723
Kullu,1991-8-1,193.976
Kullu,1991-9-1,113.468
Kullu,1991-10-1,4.675
Kullu,1991-11-1,2.041
Kullu,1991-12-1,10.813
Kullu,1992-1-1,70.382
Kullu,1992-2-1,74.784
Kullu,1992-3-1,44.205
Kullu,1992-4-1,15.324
Kullu,1992-5-1,51.429
Kullu,1992-6-1,63.4
Kullu,1992-7-1,208.971
Kullu,1992-8-1,191.805
Kullu,1992-9-1,116.636
Kullu,1992-10-1,5.902
Kullu,1992-11-1,52.624
Kullu,1992-12-1,2.515
Kullu,1993-1-1,19.815
Kullu,1993-2-1,30.922
Kullu,1993-3-1,31.922
Kullu,1993-4-1,32.256
Kullu,1993-5-1,20.869
Kullu,1993-6-1,135.029
Kullu,1993-7-1,162.716
Kullu,1993-8-1,26.683
Kullu,1993-9-1,184.327
Kullu,1993-10-1,0.07
Kullu,1993-11-1,0
Kullu,1993-12-1,0.191
Kullu,1994-1-1,43.743
Kullu,1994-2-1,27.501
Kullu,1994-3-1,13.534
Kullu,1994-4-1,9.961
Kullu,1994-5-1,80.182
Kullu,1994-6-1,50.365
Kullu,1994-7-1,264.555
Kullu,1994-8-1,195.407
Kullu,1994-9-1,132.104
Kullu,1994-10-1,3.226
Kullu,1994-11-1,0
Kullu,1994-12-1,10.478
Kullu,1995-1-1,66.997
Kullu,1995-2-1,147.432
Kullu,1995-3-1,22.006
Kullu,1995-4-1,7.881
Kullu,1995-5-1,1.69
Kullu,1995-6-1,150.697
Kullu,1995-7-1,237.124
Kullu,1995-8-1,393.803
Kullu,1995-9-1,114.331
Kullu,1995-10-1,4.618
Kullu,1995-11-1,51.461
Kullu,1995-12-1,1.853
Kullu,1996-1-1,78.317
Kullu,1996-2-1,77.609
Kullu,1996-3-1,48.416
Kullu,1996-4-1,35.779
Kullu,1996-5-1,43.473
Kullu,1996-6-1,276.894
Kullu,1996-7-1,187.993
Kullu,1996-8-1,450.784
Kullu,1996-9-1,95.044
Kullu,1996-10-1,19.608
Kullu,1996-11-1,0.259
Kullu,1996-12-1,7.986
Kullu,1997-1-1,22.756
Kullu,1997-2-1,14.671
Kullu,1997-3-1,23.381
Kullu,1997-4-1,84.623
Kullu,1997-5-1,33.758
Kullu,1997-6-1,212.67
Kullu,1997-7-1,181.788
Kullu,1997-8-1,258.97
Kullu,1997-9-1,101.656
Kullu,1997-10-1,14.058
Kullu,1997-11-1,28.362
Kullu,1997-12-1,10.622
Kullu,1998-1-1,41.509
Kullu,1998-2-1,56.816
Kullu,1998-3-1,62.42
Kullu,1998-4-1,54.467
Kullu,1998-5-1,31.389
Kullu,1998-6-1,32.079
Kullu,1998-7-1,195.634
Kullu,1998-8-1,201.385
Kullu,1998-9-1,167.563
Kullu,1998-10-1,32.006
Kullu,1998-11-1,7.935
Kullu,1998-12-1,8.138
Kullu,1999-1-1,41.445
Kullu,1999-2-1,31.519
Kullu,1999-3-1,11.648
Kullu,1999-4-1,32.981
Kullu,1999-5-1,36.595
Kullu,1999-6-1,91.279
Kullu,1999-7-1,162.535
Kullu,1999-8-1,231.148
Kullu,1999-9-1,96.527
Kullu,1999-10-1,10.507
Kullu,1999-11-1,8.298
Kullu,1999-12-1,7.497
Kullu,2000-1-1,27.747
Kullu,2000-2-1,61.855
Kullu,2000-3-1,21.371
Kullu,2000-4-1,9.797
Kullu,2000-5-1,38.952
Kullu,2000-6-1,155.845
Kullu,2000-7-1,153.35
Kullu,2000-8-1,171.134
Kullu,2000-9-1,82.309
Kullu,2000-10-1,0.07
Kullu,2000-11-1,2.287
Kullu,2000-12-1,2.272
Kullu,2001-1-1,12.715
Kullu,2001-2-1,20.747
Kullu,2001-3-1,12.86
Kullu,2001-4-1,32.396
Kullu,2001-5-1,55.167
Kullu,2001-6-1,95.691
Kullu,2001-7-1,266.935
Kullu,2001-8-1,134.844
Kullu,2001-9-1,81.46
Kullu,2001-10-1,6.078
Kullu,2001-11-1,6.693
Kullu,2001-12-1,9.319
Kullu,2002-1-1,44.955
Kullu,2002-2-1,68.065
Kullu,2002-3-1,66.584
Kullu,2002-4-1,21.69
Kullu,2002-5-1,11.995
Kullu,2002-6-1,102.566
Kullu,2002-7-1,143.492
Kullu,2002-8-1,177.092
Kullu,2002-9-1,238.872
Kullu,2002-10-1,2.731
Kullu,2002-11-1,0
Kullu,2002-12-1,1.817
Lahul & Spiti,1901-1-1,54.147
Lahul & Spiti,1901-2-1,17.447
Lahul & Spiti,1901-3-1,22.24
Lahul & Spiti,1901-4-1,12.725
Lahul & Spiti,1901-5-1,35.486
Lahul & Spiti,1901-6-1,52.062
Lahul & Spiti,1901-7-1,282.904
Lahul & Spiti,1901-8-1,169.103
Lahul & Spiti,1901-9-1,58.373
Lahul & Spiti,1901-10-1,1.313
Lahul & Spiti,1901-11-1,0.317
Lahul & Spiti,1901-12-1,11.262
Lahul & Spiti,1902-1-1,3.959
Lahul & Spiti,1902-2-1,10.965
Lahul & Spiti,1902-3-1,24.783
Lahul & Spiti,1902-4-1,49.575
Lahul & Spiti,1902-5-1,37.176
Lahul & Spiti,1902-6-1,89.966
Lahul & Spiti,1902-7-1,242.005
Lahul & Spiti,1902-8-1,128.235
Lahul & Spiti,1902-9-1,73.182
Lahul & Spiti,1902-10-1,13.483
Lahul & Spiti,1902-11-1,10.161
Lahul & Spiti,1902-12-1,1.378
Lahul & Spiti,1903-1-1,44.695
Lahul & Spiti,1903-2-1,26.54
Lahul & Spiti,1903-3-1,30.555
Lahul & Spiti,1903-4-1,10.887
Lahul & Spiti,1903-5-1,14.374
Lahul & Spiti,1903-6-1,51.218
Lahul & Spiti,1903-7-1,112.033
Lahul & Spiti,1903-8-1,121.337
Lahul & Spiti,1903-9-1,28.819
Lahul & Spiti,1903-10-1,25.229
Lahul & Spiti,1903-11-1,0.202
Lahul & Spiti,1903-12-1,2.862
Lahul & Spiti,1904-1-1,41.508
Lahul & Spiti,1904-2-1,8.412
Lahul & Spiti,1904-3-1,51.532
Lahul & Spiti,1904-4-1,17.044
Lahul & Spiti,1904-5-1,46.703
Lahul & Spiti,1904-6-1,90.573
Lahul & Spiti,1904-7-1,202.47
Lahul & Spiti,1904-8-1,151.639
Lahul & Spiti,1904-9-1,89.76
Lahul & Spiti,1904-10-1,17.641
Lahul & Spiti,1904-11-1,36.09
Lahul & Spiti,1904-12-1,14.259
Lahul & Spiti,1905-1-1,106.626
Lahul & Spiti,1905-2-1,52.183
Lahul & Spiti,1905-3-1,18.704
Lahul & Spiti,1905-4-1,21.724
Lahul & Spiti,1905-5-1,18.499
Lahul & Spiti,1905-6-1,52.798
Lahul & Spiti,1905-7-1,103.549
Lahul & Spiti,1905-8-1,191.772
Lahul & Spiti,1905-9-1,51.019
Lahul & Spiti,1905-10-1,1.439
Lahul & Spiti,1905-11-1,0.489
Lahul & Spiti,1905-12-1,24.809
Lahul & Spiti,1906-1-1,24.481
Lahul & Spiti,1906-2-1,108.189
Lahul & Spiti,1906-3-1,21.98
Lahul & Spiti,1906-4-1,23.374
Lahul & Spiti,1906-5-1,103.618
Lahul & Spiti,1906-6-1,80.006
Lahul & Spiti,1906-7-1,85.332
Lahul & Spiti,1906-8-1,267.513
Lahul & Spiti,1906-9-1,80.576
Lahul & Spiti,1906-10-1,3.134
Lahul & Spiti,1906-11-1,0.232
Lahul & Spiti,1906-12-1,2.433
Lahul & Spiti,1907-1-1,27.038
Lahul & Spiti,1907-2-1,55.984
Lahul & Spiti,1907-3-1,74.361
Lahul & Spiti,1907-4-1,50.279
Lahul & Spiti,1907-5-1,15.234
Lahul & Spiti,1907-6-1,166.117
Lahul & Spiti,1907-7-1,131.837
Lahul & Spiti,1907-8-1,204.037
Lahul & Spiti,1907-9-1,17.345
Lahul & Spiti,1907-10-1,2.99
Lahul & Spiti,1907-11-1,0.23
Lahul & Spiti,1907-12-1,0.479
Lahul & Spiti,1908-1-1,41.946
Lahul & Spiti,1908-2-1,36.658
Lahul & Spiti,1908-3-1,4.475
Lahul & Spiti,1908-4-1,29.622
Lahul & Spiti,1908-5-1,86.055
Lahul & Spiti,1908-6-1,74.759
Lahul & Spiti,1908-7-1,98.016
Lahul & Spiti,1908-8-1,197.923
Lahul & Spiti,1908-9-1,289.861
Lahul & Spiti,1908-10-1,0.839
Lahul & Spiti,1908-11-1,1.664
Lahul & Spiti,1908-12-1,3.846
Lahul & Spiti,1909-1-1,48.074
Lahul & Spiti,1909-2-1,15.389
Lahul & Spiti,1909-3-1,10.493
Lahul & Spiti,1909-4-1,49.748
Lahul & Spiti,1909-5-1,14.614
Lahul & Spiti,1909-6-1,129.571
Lahul & Spiti,1909-7-1,298.629
Lahul & Spiti,1909-8-1,193.433
Lahul & Spiti,1909-9-1,182.312
Lahul & Spiti,1909-10-1,2.344
Lahul & Spiti,1909-11-1,14.619
Lahul & Spiti,1909-12-1,34.992
Lahul & Spiti,1910-1-1,48.867
Lahul & Spiti,1910-2-1,25.815
Lahul & Spiti,1910-3-1,16.205
Lahul & Spiti,1910-4-1,59.989
Lahul & Spiti,1910-5-1,37.786
Lahul & Spiti,1910-6-1,128.795
Lahul & Spiti,1910-7-1,228.824
Lahul & Spiti,1910-8-1,212.804
Lahul & Spiti,1910-9-1,95.28
Lahul & Spiti,1910-10-1,6.829
Lahul & Spiti,1910-11-1,2.979
Lahul & Spiti,1910-12-1,12.977
Lahul & Spiti,1911-1-1,77.652
Lahul & Spiti,1911-2-1,12.094
Lahul & Spiti,1911-3-1,88.646
Lahul & Spiti,1911-4-1,18.118
Lahul & Spiti,1911-5-1,4.939
Lahul & Spiti,1911-6-1,55.413
Lahul & Spiti,1911-7-1,159.808
Lahul & Spiti,1911-8-1,166.47
Lahul & Spiti,1911-9-1,186.716
Lahul & Spiti,1911-10-1,6.486
Lahul & Spiti,1911-11-1,53.779
Lahul & Spiti,1911-12-1,6.908
Lahul & Spiti,1912-1-1,57.648
Lahul & Spiti,1912-2-1,33.28
Lahul & Spiti,1912-3-1,22.665
Lahul & Spiti,1912-4-1,29.849
Lahul & Spiti,1912-5-1,59.056
Lahul & Spiti,1912-6-1,56.832
Lahul & Spiti,1912-7-1,129.165
Lahul & Spiti,1912-8-1,109.051
Lahul & Spiti,1912-9-1,77.65
Lahul & Spiti,1912-10-1,1.576
Lahul & Spiti,1912-11-1,40.656
Lahul & Spiti,1912-12-1,25.05
Lahul & Spiti,1913-1-1,49.738
Lahul & Spiti,1913-2-1,64.316
Lahul & Spiti,1913-3-1,60.962
Lahul & Spiti,1913-4-1,55.951
Lahul & Spiti,1913-5-1,47.163
Lahul & Spiti,1913-6-1,123.538
Lahul & Spiti,1913-7-1,103.731
Lahul & Spiti,1913-8-1,160.89
Lahul & Spiti,1913-9-1,52.755
Lahul & Spiti,1913-10-1,3.239
Lahul & Spiti,1913-11-1,13.204
Lahul & Spiti,1913-12-1,27.352
Lahul & Spiti,1914-1-1,32.13
Lahul & Spiti,1914-2-1,57.525
Lahul & Spiti,1914-3-1,54.966
Lahul & Spiti,1914-4-1,31.19
Lahul & Spiti,1914-5-1,23.257
Lahul & Spiti,1914-6-1,77.916
Lahul & Spiti,1914-7-1,201.25
Lahul & Spiti,1914-8-1,177.728
Lahul & Spiti,1914-9-1,217.461
Lahul & Spiti,1914-10-1,12.669
Lahul & Spiti,1914-11-1,25.699
Lahul & Spiti,1914-12-1,9.487
Lahul & Spiti,1915-1-1,11.949
Lahul & Spiti,1915-2-1,97.989
Lahul & Spiti,1915-3-1,37.436
Lahul & Spiti,1915-4-1,20.532
Lahul & Spiti,1915-5-1,30.756
Lahul & Spiti,1915-6-1,86.167
Lahul & Spiti,1915-7-1,77.542
Lahul & Spiti,1915-8-1,347.834
Lahul & Spiti,1915-9-1,67.331
Lahul & Spiti,1915-10-1,38.315
Lahul & Spiti,1915-11-1,0.41
Lahul & Spiti,1915-12-1,6.569
Lahul & Spiti,1916-1-1,9.427
Lahul & Spiti,1916-2-1,16.687
Lahul & Spiti,1916-3-1,5.409
Lahul & Spiti,1916-4-1,24.068
Lahul & Spiti,1916-5-1,33.541
Lahul & Spiti,1916-6-1,156.178
Lahul & Spiti,1916-7-1,244.046
Lahul & Spiti,1916-8-1,159.577
Lahul & Spiti,1916-9-1,118.574
Lahul & Spiti,1916-10-1,14.073
Lahul & Spiti,1916-11-1,0.303
Lahul & Spiti,1916-12-1,0.762
Lahul & Spiti,1917-1-1,15.25
Lahul & Spiti,1917-2-1,28.857
Lahul & Spiti,1917-3-1,37.064
Lahul & Spiti,1917-4-1,43.208
Lahul & Spiti,1917-5-1,54.496
Lahul & Spiti,1917-6-1,196.052
Lahul & Spiti,1917-7-1,162.124
Lahul & Spiti,1917-8-1,353.965
Lahul & Spiti,1917-9-1,160.377
Lahul & Spiti,1917-10-1,28.848
Lahul & Spiti,1917-11-1,0.41
Lahul & Spiti,1917-12-1,21.118
Lahul & Spiti,1918-1-1,4.612
Lahul & Spiti,1918-2-1,2.611
Lahul & Spiti,1918-3-1,37.206
Lahul & Spiti,1918-4-1,43.968
Lahul & Spiti,1918-5-1,9.033
Lahul & Spiti,1918-6-1,70.765
Lahul & Spiti,1918-7-1,119.756
Lahul & Spiti,1918-8-1,63.737
Lahul & Spiti,1918-9-1,48.505
Lahul & Spiti,1918-10-1,1.636
Lahul & Spiti,1918-11-1,39.519
Lahul & Spiti,1918-12-1,24.635
Lahul & Spiti,1919-1-1,76.31
Lahul & Spiti,1919-2-1,21.113
Lahul & Spiti,1919-3-1,39.404
Lahul & Spiti,1919-4-1,41.993
Lahul & Spiti,1919-5-1,21.922
Lahul & Spiti,1919-6-1,46.857
Lahul & Spiti,1919-7-1,127.562
Lahul & Spiti,1919-8-1,92.617
Lahul & Spiti,1919-9-1,73.352
Lahul & Spiti,1919-10-1,10.738
Lahul & Spiti,1919-11-1,4.298
Lahul & Spiti,1919-12-1,5.552
Lahul & Spiti,1920-1-1,37.567
Lahul & Spiti,1920-2-1,35.184
Lahul & Spiti,1920-3-1,45.344
Lahul & Spiti,1920-4-1,51.33
Lahul & Spiti,1920-5-1,32.933
Lahul & Spiti,1920-6-1,118.685
Lahul & Spiti,1920-7-1,99.667
Lahul & Spiti,1920-8-1,52.413
Lahul & Spiti,1920-9-1,123.418
Lahul & Spiti,1920-10-1,3.562
Lahul & Spiti,1920-11-1,0.317
Lahul & Spiti,1920-12-1,1.384
Lahul & Spiti,1921-1-1,41.799
Lahul & Spiti,1921-2-1,4.134
Lahul & Spiti,1921-3-1,10.474
Lahul & Spiti,1921-4-1,17.808
Lahul & Spiti,1921-5-1,62.089
Lahul & Spiti,1921-6-1,108.247
Lahul & Spiti,1921-7-1,101.826
Lahul & Spiti,1921-8-1,205.5
Lahul & Spiti,1921-9-1,83.739
Lahul & Spiti,1921-10-1,32.184
Lahul & Spiti,1921-11-1,0.295
Lahul & Spiti,1921-12-1,35.39
Lahul & Spiti,1922-1-1,46.706
Lahul & Spiti,1922-2-1,53.234
Lahul & Spiti,1922-3-1,29.448
Lahul & Spiti,1922-4-1,18.946
Lahul & Spiti,1922-5-1,43.231
Lahul & Spiti,1922-6-1,58.609
Lahul & Spiti,1922-7-1,145.096
Lahul & Spiti,1922-8-1,202.054
Lahul & Spiti,1922-9-1,156.181
Lahul & Spiti,1922-10-1,15.226
Lahul & Spiti,1922-11-1,8.099
Lahul & Spiti,1922-12-1,56.248
Lahul & Spiti,1923-1-1,25.385
Lahul & Spiti,1923-2-1,76.831
Lahul & Spiti,1923-3-1,9.365
Lahul & Spiti,1923-4-1,7.602
Lahul & Spiti,1923-5-1,21.117
Lahul & Spiti,1923-6-1,23.125
Lahul & Spiti,1923-7-1,393.156
Lahul & Spiti,1923-8-1,211.075
Lahul & Spiti,1923-9-1,87.051
Lahul & Spiti,1923-10-1,30.432
Lahul & Spiti,1923-11-1,32.386
Lahul & Spiti,1923-12-1,22.577
Lahul & Spiti,1924-1-1,49.179
Lahul & Spiti,1924-2-1,70.782
Lahul & Spiti,1924-3-1,23.003
Lahul & Spiti,1924-4-1,16.383
Lahul & Spiti,1924-5-1,32.599
Lahul & Spiti,1924-6-1,24.24
Lahul & Spiti,1924-7-1,181.45
Lahul & Spiti,1924-8-1,92.639
Lahul & Spiti,1924-9-1,265.132
Lahul & Spiti,1924-10-1,33.125
Lahul & Spiti,1924-11-1,4.266
Lahul & Spiti,1924-12-1,44.287
Lahul & Spiti,1925-1-1,26.509
Lahul & Spiti,1925-2-1,7.557
Lahul & Spiti,1925-3-1,7.287
Lahul & Spiti,1925-4-1,14.618
Lahul & Spiti,1925-5-1,34.527
Lahul & Spiti,1925-6-1,126.219
Lahul & Spiti,1925-7-1,233.804
Lahul & Spiti,1925-8-1,262.354
Lahul & Spiti,1925-9-1,54.245
Lahul & Spiti,1925-10-1,3.53
Lahul & Spiti,1925-11-1,25.518
Lahul & Spiti,1925-12-1,0.479
Lahul & Spiti,1926-1-1,25.659
Lahul & Spiti,1926-2-1,14.395
Lahul & Spiti,1926-3-1,61.463
Lahul & Spiti,1926-4-1,35.514
Lahul & Spiti,1926-5-1,30.318
Lahul & Spiti,1926-6-1,61.291
Lahul & Spiti,1926-7-1,177.254
Lahul & Spiti,1926-8-1,123.406
Lahul & Spiti,1926-9-1,107.181
Lahul & Spiti,1926-10-1,3.904
Lahul & Spiti,1926-11-1,19.345
Lahul & Spiti,1926-12-1,16.492
Lahul & Spiti,1927-1-1,5.244
Lahul & Spiti,1927-2-1,43.407
Lahul & Spiti,1927-3-1,46.48
Lahul & Spiti,1927-4-1,17.188
Lahul & Spiti,1927-5-1,47.068
Lahul & Spiti,1927-6-1,55.493
Lahul & Spiti,1927-7-1,63.509
Lahul & Spiti,1927-8-1,290.144
Lahul & Spiti,1927-9-1,77.749
Lahul & Spiti,1927-10-1,48.401
Lahul & Spiti,1927-11-1,1.347
Lahul & Spiti,1927-12-1,8.487
Lahul & Spiti,1928-1-1,47.718
Lahul & Spiti,1928-2-1,66.006
Lahul & Spiti,1928-3-1,22.501
Lahul & Spiti,1928-4-1,35.789
Lahul & Spiti,1928-5-1,4.405
Lahul & Spiti,1928-6-1,33.957
Lahul & Spiti,1928-7-1,144.02
Lahul & Spiti,1928-8-1,108.157
Lahul & Spiti,1928-9-1,243.69
Lahul & Spiti,1928-10-1,0.783
Lahul & Spiti,1928-11-1,22.487
Lahul & Spiti,1928-12-1,26.489
Lahul & Spiti,1929-1-1,60.416
Lahul & Spiti,1929-2-1,3.305
Lahul & Spiti,1929-3-1,12.016
Lahul & Spiti,1929-4-1,28.656
Lahul & Spiti,1929-5-1,15.501
Lahul & Spiti,1929-6-1,91.359
Lahul & Spiti,1929-7-1,181.043
Lahul & Spiti,1929-8-1,152.481
Lahul & Spiti,1929-9-1,19
Lahul & Spiti,1929-10-1,18.297
Lahul & Spiti,1929-11-1,0.224
Lahul & Spiti,1929-12-1,45.284
Lahul & Spiti,1930-1-1,70.835
Lahul & Spiti,1930-2-1,19.134
Lahul & Spiti,1930-3-1,13.136
Lahul & Spiti,1930-4-1,19.626
Lahul & Spiti,1930-5-1,12.535
Lahul & Spiti,1930-6-1,44.185
Lahul & Spiti,1930-7-1,190.333
Lahul & Spiti,1930-8-1,139.707
Lahul & Spiti,1930-9-1,22.844
Lahul & Spiti,1930-10-1,14.345
Lahul & Spiti,1930-11-1,21.513
Lahul & Spiti,1930-12-1,20.665
Lahul & Spiti,1931-1-1,34.31
Lahul & Spiti,1931-2-1,69.953
Lahul & Spiti,1931-3-1,22.518
Lahul & Spiti,1931-4-1,58.224
Lahul & Spiti,1931-5-1,44.758
Lahul & Spiti,1931-6-1,52.09
Lahul & Spiti,1931-7-1,357.536
Lahul & Spiti,1931-8-1,130.031
Lahul & Spiti,1931-9-1,167.815
Lahul & Spiti,1931-10-1,40.155
Lahul & Spiti,1931-11-1,2.979
Lahul & Spiti,1931-12-1,0.543
Lahul & Spiti,1932-1-1,12.143
Lahul & Spiti,1932-2-1,8.069
Lahul & Spiti,1932-3-1,24.631
Lahul & Spiti,1932-4-1,23.908
Lahul & Spiti,1932-5-1,15.684
Lahul & Spiti,1932-6-1,124.811
Lahul & Spiti,1932-7-1,64.569
Lahul & Spiti,1932-8-1,137.283
Lahul & Spiti,1932-9-1,97.011
Lahul & Spiti,1932-10-1,3.528
Lahul & Spiti,1932-11-1,1.671
Lahul & Spiti,1932-12-1,22.128
Lahul & Spiti,1933-1-1,30.654
Lahul & Spiti,1933-2-1,45.117
Lahul & Spiti,1933-3-1,32.924
Lahul & Spiti,1933-4-1,26.79
Lahul & Spiti,1933-5-1,34.271
Lahul & Spiti,1933-6-1,84.457
Lahul & Spiti,1933-7-1,168.561
Lahul & Spiti,1933-8-1,320.252
Lahul & Spiti,1933-9-1,114.18
Lahul & Spiti,1933-10-1,44.662
Lahul & Spiti,1933-11-1,12.321
Lahul & Spiti,1933-12-1,3.455
Lahul & Spiti,1934-1-1,35.989
Lahul & Spiti,1934-2-1,17.726
Lahul & Spiti,1934-3-1,23.67
Lahul & Spiti,1934-4-1,5.517
Lahul & Spiti,1934-5-1,14.807
Lahul & Spiti,1934-6-1,45.089
Lahul & Spiti,1934-7-1,239.825
Lahul & Spiti,1934-8-1,289.901
Lahul & Spiti,1934-9-1,27.17
Lahul & Spiti,1934-10-1,0.385
Lahul & Spiti,1934-11-1,0.341
Lahul & Spiti,1934-12-1,31.789
Lahul & Spiti,1935-1-1,58.98
Lahul & Spiti,1935-2-1,36.095
Lahul & Spiti,1935-3-1,23.846
Lahul & Spiti,1935-4-1,34.842
Lahul & Spiti,1935-5-1,36.797
Lahul & Spiti,1935-6-1,7.233
Lahul & Spiti,1935-7-1,103.275
Lahul & Spiti,1935-8-1,114.323
Lahul & Spiti,1935-9-1,69.434
Lahul & Spiti,1935-10-1,4.952
Lahul & Spiti,1935-11-1,30.74
Lahul & Spiti,1935-12-1,24.46
Lahul & Spiti,1936-1-1,12.726
Lahul & Spiti,1936-2-1,52.673
Lahul & Spiti,1936-3-1,70.921
Lahul & Spiti,1936-4-1,42.345
Lahul & Spiti,1936-5-1,34.563
Lahul & Spiti,1936-6-1,285.221
Lahul & Spiti,1936-7-1,452.728
Lahul & Spiti,1936-8-1,158.879
Lahul & Spiti,1936-9-1,62.047
Lahul & Spiti,1936-10-1,18.854
Lahul & Spiti,1936-11-1,7.153
Lahul & Spiti,1936-12-1,52.662
Lahul & Spiti,1937-1-1,19.343
Lahul & Spiti,1937-2-1,81.658
Lahul & Spiti,1937-3-1,18.148
Lahul & Spiti,1937-4-1,48.915
Lahul & Spiti,1937-5-1,37.183
Lahul & Spiti,1937-6-1,74.323
Lahul & Spiti,1937-7-1,264.369
Lahul & Spiti,1937-8-1,82.602
Lahul & Spiti,1937-9-1,99.615
Lahul & Spiti,1937-10-1,23.196
Lahul & Spiti,1937-11-1,3.66
Lahul & Spiti,1937-12-1,23.927
Lahul & Spiti,1938-1-1,71.481
Lahul & Spiti,1938-2-1,30.657
Lahul & Spiti,1938-3-1,5.439
Lahul & Spiti,1938-4-1,9.526
Lahul & Spiti,1938-5-1,5.792
Lahul & Spiti,1938-6-1,147.559
Lahul & Spiti,1938-7-1,151.246
Lahul & Spiti,1938-8-1,179.212
Lahul & Spiti,1938-9-1,32.977
Lahul & Spiti,1938-10-1,11.273
Lahul & Spiti,1938-11-1,4.38
Lahul & Spiti,1938-12-1,6.405
Lahul & Spiti,1939-1-1,34.732
Lahul & Spiti,1939-2-1,54.002
Lahul & Spiti,1939-3-1,44.772
Lahul & Spiti,1939-4-1,34.094
Lahul & Spiti,1939-5-1,14.752
Lahul & Spiti,1939-6-1,60.504
Lahul & Spiti,1939-7-1,152.581
Lahul & Spiti,1939-8-1,86.951
Lahul & Spiti,1939-9-1,38.678
Lahul & Spiti,1939-10-1,21.256
Lahul & Spiti,1939-11-1,1.226
Lahul & Spiti,1939-12-1,1.063
Lahul & Spiti,1940-1-1,37.822
Lahul & Spiti,1940-2-1,59.892
Lahul & Spiti,1940-3-1,46.826
Lahul & Spiti,1940-4-1,34.778
Lahul & Spiti,1940-5-1,31.549
Lahul & Spiti,1940-6-1,116.574
Lahul & Spiti,1940-7-1,105.412
Lahul & Spiti,1940-8-1,172.823
Lahul & Spiti,1940-9-1,95.991
Lahul & Spiti,1940-10-1,4.692
Lahul & Spiti,1940-11-1,3.344
